,1st_Term_Funding,2nd_Term_Funding,3rd_Term_Funding,4th_Term_Funding,Start_year,Start_age,College,Age,Degree,Gender,funding_indicator,ID,Citizenship,Major_id,Major,net_cost,Program,Prep Level,Total Charges,Total Funding Amount,Y,PC1,PC2,PC3,Term 1 GPA,Term 2 GPA,Term 3 GPA,Term 4 GPA,Term 5 GPA,Term 6 GPA,Term 7 GPA,Term 8 GPA,gap_indicator,GPA_trend,Valid term,Average_GPA,academic_period,s_College,s_Citizenship,SAPC1,SAPC2,SAPC3   ,Average Precol GPA,GMAT Score,GRE Combined General Write Score,GRE Combined Quantitative Score,GRE Combined General Verbal Score
1313,4685,4685,3699,3699,2012,22,GD Harpur,29,Doctor of Philosophy,Male,1,1313,White,C34,Mathematics,9393.41,Harpur Doctor of Philosophy,Bachelors Prepared,38467.41,29074,1,0.721313884,0.177219963,-0.69652802,3.8,3.8,4,3.85,4,3.85,4,0,0,0.03,7,3.9,5.8,GD Harpur,White,-232.48743,121.2944555,5.35934,3.57000 ,,4.0000 ,168.0000 ,161.0000 
1314,8340,8340,3699,3699,2012,27,GD Harpur,34,Doctor of Philosophy,Male,1,1314,White,C46,Cognitive Psychology,24411.36,Harpur Doctor of Philosophy,Bachelors Prepared,69402.36,44991,1,0.411491286,-1.126010223,1.445310622,3.48,4,3.67,3.7,3.7,4,4,0,1,0.06,7,3.79,5,GD Harpur,White,-222.9506086,170.3765,4.697196847,2.94000 ,,4.5000 ,152.0000 ,159.0000 
1315,5175.74,5175.74,1569.95,380.57,2012,22,GD Watson,29,Doctor of Philosophy,Male,1,1315,Asian,R98,Mechanical Engineering,19429.12,Mechanical Engineering PhD,0,37863.12,18434,1,-1.619045199,-0.17976057,2.587836365,2.77,3.5,2.9,3.3,0,0,0,0,0,0.1,4,3.12,5,GD Non-Harpur,White,-207.72677,121.2944555,4.01076,3.23000 ,,2.5000 ,151.0000 ,143.0000 
1316,8340,8340,6885,765,2012,21,GD Harpur,28,Doctor of Philosophy,Male,1,1316,China,C15,Chemistry,12468.48,Harpur Doctor of Philosophy,Bachelors Prepared,40330.48,27862,1,-1.4172021,2.675698471,-0.517358306,3.35,3.94,3.53,0,0,0,0,0,0,0.09,3,3.61,4.4,GD Harpur,China,-222.9502986,82.2125,4.902416847,3.25000 ,,2.5000 ,164.0000 ,154.0000 
1317,8340,8340,3699,3699,2012,23,GD Harpur,30,Doctor of Philosophy,Female,1,1317,White,C47,Clinical Psychology,8807.29,Harpur Doctor of Philosophy,Bachelors Prepared,49721.29,40914,1,0.560997279,-0.005030471,-2.254635902,3.83,3.52,4,3.26,4,3.83,4,4,0,0.05,8,3.8,5.8,GD Harpur,White,-219.98569,121.2944555,5.93622,3.31000 ,,5.0000 ,152.0000 ,159.0000 
1318,8340,8340,3699,3699,2012,22,GD Harpur,29,Doctor of Philosophy,Female,1,1318,Asian,C46,Cognitive Psychology,9376.9,Harpur Doctor of Philosophy,Bachelors Prepared,46666.9,37290,1,1.083189614,-1.992222276,0.408587149,3.35,3.66,4,3.6,3.65,4,4,0,0,0.08,7,3.75,5.8,GD Harpur,White,-222.9498586,190.8665,5.193696847,3.69000 ,,4.5000 ,146.0000 ,158.0000 
1319,8340,8340,6885,6885,2012,22,GD Harpur,29,Doctor of Philosophy,Female,1,1319,China,C15,Chemistry,13333.14,Harpur Doctor of Philosophy,Bachelors Prepared,47483.14,34150,1,-1.010809115,2.050322611,-1.051677034,3,3.7,3.15,3.5,0,0,0,0,0,0.09,4,3.34,4.4,GD Harpur,China,-222.9499486,15.3795,5.134116847,3.60000 ,,3.5000 ,166.0000 ,147.0000 
1320,8340,8340,6885,6885,2012,23,GD Harpur,30,Doctor of Philosophy,Male,1,1320,China,C34,Mathematics,24559.24,Harpur Doctor of Philosophy,Bachelors Prepared,86797.24,62238,1,0.285979974,-1.102808839,0.428170517,4,4,3.87,3.65,4,4,3.87,2.65,0,-0.11,8,3.75,6.4,GD Harpur,China,-222.9503686,204.318,4.856076847,3.18000 ,,4.0000 ,166.0000 ,167.0000 
1321,8340,8340,6885,765,2012,25,GD Grad School,32,Doctor of Philosophy,Female,1,1321,China,H21,Materials Science and Engineer,11428.29,Graduate School PhD,0,40215.29,28787,1,-0.843421499,1.494234782,-0.154520753,3.81,3.81,0,0,0,0,0,0,0,0,2,3.81,4.4,GD Non-Harpur,China,-222.9502986,116.121,4.902416847,3.25000 ,,3.0000 ,160.0000 ,156.0000 
1322,3888,3888,4077,4077,2014,25,GD Watson,30,Doctor of Philosophy,Female,1,1322,Asian,R87,Industrial and Systems Enginee,5493.52,Industrial and Systems Eng PhD,0,26406.52,20913,1,-2.392833761,2.990838437,1.7247729,4,4,4,4,4,0,0,0,0,0,5,4,3,GD Non-Harpur,White,-218.123565,-1.919,4.14647,3.43500 ,,2.5000 ,165.0000 ,144.0000 
1323,8340,8340,6885,765,2012,25,GD Grad School,32,Doctor of Philosophy,Female,1,1323,China,H21,Materials Science and Engineer,12173.18,Graduate School PhD,0,41885.18,29712,1,-1.560849926,2.664371442,0.546892817,3.81,3.89,0,0,0,0,0,0,0,0.08,2,3.85,4.4,GD Non-Harpur,China,-225.98056,34.381,4.52428,3.44000 ,,3.0000 ,168.0000 ,152.0000 
1324,4685,4685,3699,3699,2012,22,GD Harpur,29,Doctor of Philosophy,Male,1,1324,White,C15,Chemistry,4038.65,Harpur Doctor of Philosophy,Bachelors Prepared,23029.65,18991,1,-0.032800528,0.083403662,-0.893972906,3.3,3.88,4,3.7,0,0,0,0,0,0.13,4,3.72,4,GD Harpur,White,-217.0299,121.2944555,5.4227,3.10000 ,,4.5000 ,154.0000 ,153.0000 
1325,8340,8340,3699,3699,2012,22,GD Harpur,29,Doctor of Philosophy,Female,1,1325,White,C13,Biological Sciences,4552.41,Harpur Doctor of Philosophy,Bachelors Prepared,30853.41,26301,1,1.194906328,-1.96860068,-0.03083778,4,4,4,3.93,0,0,0,0,0,-0.02,4,3.98,4.4,GD Harpur,White,-222.9495686,174.3665,5.385676847,3.98000 ,,4.5000 ,144.0000 ,154.0000 
1326,6255,6255,3699,3699,2012,45,GD Harpur,52,Doctor of Philosophy,Male,1,1326,White,C37,Philosophy SPEL,78626.75,Harpur Doctor of Philosophy,Masters Prepared,100304.75,21678,1,0.9595633,-2.174657396,1.803471641,3.56,3.73,3.76,4,0,0,0,0,0,0.13,4,3.76,4.4,GD Harpur,White,-222.9505653,238.6265,4.725883513,2.98333 ,,4.5000 ,147.0000 ,164.0000 
1327,8340,8340,6885,6885,2012,26,GD Harpur,33,Doctor of Philosophy,Male,1,1327,Asia,C33,Comparative Literature,17248.55,Harpur Doctor of Philosophy,Bachelors Prepared,51230.55,33982,1,0.812309494,-2.1890796,1.902705892,3.9,4,4,4,0,0,0,0,0,0.03,4,3.98,5.4,GD Harpur,Asia,-224.29154,267.818,4.53752,3.46000 ,,3.0000 ,153.0000 ,164.0000 
1328,8340,8340,6885,6885,2012,26,GD Harpur,33,Doctor of Philosophy,Male,1,1328,Asia,C49,Physics,11400.14,Harpur Doctor of Philosophy,Bachelors Prepared,47232.14,35832,1,-1.445635838,3.134125869,-0.775072791,4,3.9,3.85,4,0,0,0,0,0,-0.01,4,3.94,4.4,GD Harpur,Asia,-222.9500586,-7.649,5.061296847,3.49000 ,,3.0000 ,156.0000 ,141.0000 
1329,7569,925,925,925,2012,23,GD Watson,30,Doctor of Philosophy,Female,1,1329,Asia,R87,Industrial and Systems Enginee,7126.14,Industrial and Systems Eng PhD,0,20245.14,13119,1,-0.146594719,0.191068332,0.507048302,4,3.9,4,3.85,4,3.9,0,0,0,-0.01,6,3.94,5.4,GD Non-Harpur,Asia,-222.9503286,121.2944555,4.882556847,3.22000 ,,3.8165 ,157.3401 ,154.9181 
1330,8340,8340,9175,9175,2012,23,GD Harpur,30,Doctor of Philosophy,Female,1,1330,China,C22,Economics,20635.41,Harpur Doctor of Philosophy,0,69625.41,48990,1,-0.37059326,0.419871606,-0.50025289,3.67,3.9,3.67,3.67,4,0,0,0,0,0.04,5,3.78,6.8,GD Harpur,China,-222.9501036,179.801,5.031506847,3.44500 ,,3.0000 ,166.0000 ,164.0000 
1331,841,841,925,925,2012,28,GD Watson,35,Doctor of Philosophy,Male,1,1331,China,R91,Biomedical Engineering,5281.89,Bioengineering PhD,0,10663.89,5382,1,-1.700029635,3.275604196,-0.122165458,3.77,3.75,3.51,4,0,0,0,0,0,0.04,4,3.76,4.4,GD Non-Harpur,China,-222.9505136,6.131,4.760086847,3.03500 ,,3.0000 ,164.0000 ,146.0000 
1332,4685,4685,4935,3699,2012,30,GD Management,37,Doctor of Philosophy,Female,1,1332,Unknown,B99,Management PHD,4133.05,Management PhD,0,24813.05,20680,1,0.275753209,-0.44252998,0.611328091,3.69,3.33,3.67,4,0,0,0,0,0,0.13,4,3.67,4.4,GD Non-Harpur,White,-222.9497486,121.2944555,5.266516847,3.80000 ,720 ,3.8165 ,157.3401 ,154.9181 
1333,8340,8340,6885,6885,2012,23,GD Harpur,30,Doctor of Philosophy,Female,1,1333,China,C34,Mathematics,18581.86,Harpur Doctor of Philosophy,Bachelors Prepared,66019.86,47438,1,-1.276625599,2.649564464,-1.420139265,4,3.75,4,4,3.85,4,0,0,0,0.01,6,3.93,5.4,GD Harpur,China,-222.9498486,15.741,5.200316847,3.70000 ,,3.0000 ,166.0000 ,147.0000 
1334,8340,8340,3699,3699,2012,22,GD Harpur,29,Doctor of Philosophy,Male,1,1334,White,C15,Chemistry,4876.94,Harpur Doctor of Philosophy,Bachelors Prepared,30724.94,25848,1,-0.447361048,0.162211607,-0.379485735,3.85,3.88,3.85,4,0,0,0,0,0,0.04,4,3.9,4.4,GD Harpur,White,-212.09719,121.2944555,5.23072,2.81000 ,,4.5000 ,150.0000 ,150.0000 
1335,6255,6255,6885,3699,2012,22,GD Harpur,29,Doctor of Philosophy,Male,1,1335,White,C33,Comparative Literature,8621.44,Harpur Doctor of Philosophy,Bachelors Prepared,33485.44,24864,1,1.439323591,-0.120254852,-3.917503821,3.89,4,3.73,3.87,0,0,0,0,0,-0.03,4,3.87,5,GD Harpur,White,-226.49231,121.2944555,6.56228,3.69000 ,,5.5000 ,152.0000 ,168.0000 
1336,8340,8340,3699,4110,2012,25,GD Harpur,32,Doctor of Philosophy,Female,1,1336,White,C29,History,23067.64,Harpur Doctor of Philosophy,0,51138.64,28071,1,1.987414159,-2.822692591,-2.152174491,3.82,3.9,3.87,3.94,0,0,0,0,0,0.03,4,3.88,6.8,GD Harpur,White,-217.88022,183.905,6.24736,3.78000 ,,5.0000 ,150.0000 ,158.0000 
1337,8340,8340,3699,3699,2012,38,GD Harpur,45,Doctor of Philosophy,Female,1,1337,White,C01,Anthropology,8893.69,Harpur Doctor of Philosophy,Bachelors Prepared,41662.69,32769,1,1.94256248,-4.007626217,0.295579856,4,4,3.92,4,4,4,0,0,0,0,6,3.99,6.4,GD Harpur,White,-222.9497119,320.9465,5.29079018,3.83667 ,,4.5000 ,148.0000 ,170.0000 
1338,6255,6255,6885,6885,2012,24,GD Watson,31,Doctor of Philosophy,Male,1,1338,Europe,R96,Electrical Engineering,21836.69,Electrical Engineering PhD,0,61151.69,39315,1,0.283432974,0.034696844,-0.605748816,3.47,3.8,4,4,4,0,0,0,0,0.13,5,3.85,5.4,GD Non-Harpur,White,-224.7585186,121.2944555,5.300713355,3.48144 ,,4.0000 ,161.0000 ,157.0000 
1339,7569,10095,8325,925,2012,23,GD Harpur,30,Doctor of Philosophy,Female,1,1339,Europe,C33,Comparative Literature,13632.51,Harpur Doctor of Philosophy,Masters Prepared,42396.51,28764,1,-0.096745414,0.124953301,-0.793710181,4,4,4,4,4,4,0,0,1,0,6,4,6,GD Harpur,White,-215.213,121.2944555,5.3565,3.00000 ,,4.5000 ,143.0000 ,161.0000 
1340,8340,8340,3699,3699,2012,27,GD Harpur,34,Doctor of Philosophy,Female,1,1340,White,C09,Art History,79653.95,Harpur Doctor of Philosophy,Masters Prepared,112866.95,33213,1,-0.599687747,-0.475684309,-0.873693596,4,3.57,3.97,4,4,0,0,0,0,0.04,5,3.91,6.4,GD Harpur,White,-206.536485,121.2944555,5.32293,3.51500 ,,4.0000 ,143.0000 ,149.0000 
1341,4685,4685,3699,3699,2012,22,GD Watson,29,Doctor of Philosophy,Male,1,1341,Unknown,R96,Electrical Engineering,16679.2,Electrical Engineering PhD,0,40288.7,23609.5,1,1.025879157,-0.230819171,-2.419563668,3.77,4,4,3.85,4,0,0,0,0,0.03,5,3.92,6,GD Non-Harpur,White,-228.90404,121.2944555,5.99202,3.96000 ,,4.5000 ,167.0000 ,157.0000 
1342,8340,8340,9175,6885,2012,36,GD Management,43,Doctor of Philosophy,Female,1,1342,Asia,B99,Management PHD,11276.94,Management PhD,0,49398.94,38122,1,0.354173778,-0.971368376,-0.369035661,3.34,3.43,3.33,4,0,0,0,0,0,0.19,4,3.53,4.4,GD Non-Harpur,Asia,-222.9499419,219.7295,5.13853018,3.60667 ,,3.5000 ,159.0000 ,167.0000 
1343,6255,6885,6885,7569,2012,26,GD Watson,33,Doctor of Philosophy,Male,1,1343,China,R98,Mechanical Engineering,18322.52,Mechanical Engineering PhD,0,66435.52,48113,1,-0.801828038,1.463114942,0.043419353,3.8,3.9,3.65,3.85,3,0,0,0,0,-0.16,5,3.64,6,GD Non-Harpur,China,-222.9503486,74.5995,4.869316847,3.20000 ,,3.5000 ,159.0000 ,152.0000 
1344,7569,8325,8325,925,2012,26,GD Watson,33,Doctor of Philosophy,Male,1,1344,Asia,R96,Electrical Engineering,12355.78,Electrical Engineering PhD,0,42162.78,29807,1,-0.870839811,1.838305591,-1.732305344,4,4,4,4,4,4,0,0,1,0,6,4,6.8,GD Non-Harpur,Asia,-222.9496286,59.911,5.345956847,3.92000 ,,3.0000 ,166.0000 ,152.0000 
1345,4685,4685,4935,4935,2012,24,GD Harpur,31,Doctor of Philosophy,Male,1,1345,White,C43,Political Science,6042.82,Harpur Doctor of Philosophy,Masters Prepared,37073.82,31031,1,1.369060795,-2.909234353,0.512490643,3.9,3.8,3.9,3.8,3.67,3.7,0,0,0,-0.04,6,3.79,5.4,GD Harpur,White,-222.9499786,214.185,5.114256847,3.57000 ,,5.0000 ,152.0000 ,164.0000 
1346,8340,8340,6885,6885,2012,22,GD Harpur,29,Doctor of Philosophy,Female,1,1346,China,C34,Mathematics,21143.21,Harpur Doctor of Philosophy,Bachelors Prepared,75981.21,54838,1,-2.435147943,3.083524812,1.368250127,3.9,3.75,3.29,3.5,4,4,4,0,0,0.05,7,3.78,6,GD Harpur,China,-218.06006,15.741,4.19328,2.94000 ,,3.0000 ,167.0000 ,142.0000 
1347,8340,8340,6885,765,2012,23,GD Harpur,30,Doctor of Philosophy,Female,1,1347,China,C15,Chemistry,8671.33,Harpur Doctor of Philosophy,Bachelors Prepared,36533.33,27862,1,-0.303969019,-0.134324515,0.899101063,4,3.82,4,0,0,0,0,0,0,0,3,3.94,3.4,GD Harpur,China,-223.1523,121.2944555,4.6964,3.70000 ,,3.0000 ,166.0000 ,150.0000 
1348,8340,8340,9175,6885,2012,24,GD Management,31,Doctor of Philosophy,Male,1,1348,China,B99,Management PHD,16122.54,Management PhD,0,54244.54,38122,1,0.190602881,-0.349848416,1.250462399,3.79,4,4,4,0,0,0,0,0,0.06,4,3.95,5.8,GD Non-Harpur,China,-222.9499386,121.2944555,5.140736847,3.61000 ,730 ,3.8165 ,157.3401 ,154.9181 
1349,3888,3888,4077,4077,2012,23,GD Harpur,30,Doctor of Philosophy,Female,1,1349,White,C23,English,9100.79,Harpur Doctor of Philosophy,Masters Prepared,25030.79,15930,1,-0.414423157,0.147293408,0.174005479,3.9,3.8,3.2,4,3.65,4,4,4,0,0.04,8,3.82,6.4,GD Harpur,White,-214.55402,121.2944555,4.96876,2.98000 ,,4.0000 ,141.0000 ,162.0000 
1350,8340,8340,4935,4935,2012,24,GD Harpur,31,Doctor of Philosophy,Male,1,1350,White,C52,Sociology,7603.51,Harpur Doctor of Philosophy,0,38197.51,30594,1,0.275340999,-0.538954587,-3.07600843,3.57,3.9,3.9,3.9,0,0,0,0,0,0.1,4,3.82,6.8,GD Harpur,White,-210.15132,121.2944555,6.18116,3.68000 ,,5.0000 ,143.0000 ,154.0000 
1351,6255,6255,6885,765,2012,28,GD Watson,35,Doctor of Philosophy,Male,1,1351,China,R96,Electrical Engineering,19660.13,Electrical Engineering PhD,0,43352.13,23692,1,-0.778971936,1.264094098,0.017377867,3.9,4,4,0,0,0,0,0,0,0.05,3,3.97,5.4,GD Non-Harpur,China,-222.9503986,91.0995,4.836216847,3.15000 ,,3.5000 ,166.0000 ,155.0000 
1352,8340,8340,3699,3699,2012,28,GD Harpur,35,Doctor of Philosophy,Male,1,1352,White,C46,Cognitive Psychology,6159.01,Harpur Doctor of Philosophy,Bachelors Prepared,39825.01,33666,1,0.992870112,-2.322380008,0.288191543,3.9,3.88,3.85,3.7,4,4,0,0,0,0.02,6,3.89,4.8,GD Harpur,White,-222.9500586,225.0265,5.061296847,3.49000 ,,4.5000 ,157.0000 ,167.0000 
1353,8340,8340,6885,6885,2012,22,GD Grad School,29,Doctor of Philosophy,Female,1,1353,China,H22,Material Sci and Eng-Engineerg,15682.54,Graduate School PhD,0,51514.54,35832,1,-1.017318248,2.140869056,-0.625044116,4,3.75,4,4,0,0,0,0,0,0.02,4,3.94,4.4,GD Non-Harpur,China,-222.9500672,14.5095,5.055630202,3.48144 ,,3.5000 ,158.0000 ,145.0000 
1354,7569,7569,8325,8325,2014,25,GD Watson,30,Doctor of Philosophy,Male,1,1354,India,R98,Mechanical Engineering,13753.62,Mechanical Engineering PhD,0,52073.62,38320,1,-0.583357924,1.148781694,-0.908731032,3.67,3.43,4,4,0,0,0,0,1,0.16,4,3.78,4.8,GD Non-Harpur,White,-222.9498886,119.131,5.173836847,3.66000 ,,3.0000 ,159.0000 ,156.0000 
1355,8340,8340,9175,9175,2012,24,GD Harpur,31,Doctor of Philosophy,Male,1,1355,Asia,C43,Political Science,13248.64,Harpur Doctor of Philosophy,Bachelors Prepared,69642.64,56394,1,0.06016829,-0.091287393,0.007080464,4,4,4,3.9,4,4,0,0,0,0,6,3.98,4.4,GD Harpur,Asia,-224.63033,121.2944555,5.05104,3.67000 ,,3.5000 ,165.0000 ,153.0000 
1356,3888,3888,4077,4077,2012,22,GD Harpur,29,Doctor of Philosophy,Female,1,1356,White,C23,English,4457.82,Harpur Doctor of Philosophy,Masters Prepared,22199.82,17742,1,0.613828492,-0.482403591,-2.597866104,3.9,4,4,4,4,4,4,3.85,0,0,8,3.97,5.4,GD Harpur,White,-219.29403,121.2944555,5.99864,3.97000 ,,4.5000 ,151.0000 ,159.0000 
1357,0,0,0,0,2012,26,GD Watson,33,Doctor of Philosophy,Male,1,1357,Asia,R96,Electrical Engineering,36417.2,Electrical Engineering PhD,0,37804.7,1387.5,1,-1.719350329,-0.239549673,3.251410958,4,3.59,4,0,0,0,0,0,0,0,3,3.86,5.4,GD Non-Harpur,Asia,-210.925565,121.2944555,3.77197,3.43500 ,,2.0000 ,164.0000 ,135.0000 
1358,6255,6255,3699,3699,2012,33,GD Harpur,40,Doctor of Philosophy,Male,1,1358,White,C23,English,4775.89,Harpur Doctor of Philosophy,Masters Prepared,25547.89,20772,1,-0.183226798,-0.204442854,-0.713905975,4,3.7,3.7,4,0,0,0,0,0,0,4,3.85,4,GD Harpur,White,-214.45755,121.2944555,5.2799,3.45000 ,,4.0000 ,144.0000 ,159.0000 
1359,6255,6255,6885,765,2012,26,GD Watson,33,Doctor of Philosophy,Male,1,1359,Asia,R87,Industrial and Systems Enginee,10263.84,Industrial and Systems Eng PhD,0,33955.84,23692,1,-0.48446584,-0.0165321,1.285933217,3.53,4,4,0,0,0,0,0,0,0.23,3,3.84,3.8,GD Non-Harpur,Asia,-221.77051,121.2944555,4.55738,3.49000 ,,3.0000 ,164.0000 ,150.0000 
1360,6255,6255,6885,6885,2012,36,GD Harpur,43,Doctor of Philosophy,Female,1,1360,Asia,C60,Translation Studies,22325.21,Harpur Doctor of Philosophy,Masters Prepared,50287.21,27962,1,-0.006414701,0.008360781,0.022187453,3.56,4,4,3.69,0,0,0,0,0,0.04,4,3.81,6.4,GD Harpur,Asia,-222.9500786,121.2944555,5.048056847,3.47000 ,,3.8165 ,157.3401 ,154.9181 
1361,7569,7569,4077,4077,2014,32,GD Harpur,37,Doctor of Philosophy,Female,1,1361,White,C23,English,65207.64,Harpur Doctor of Philosophy,Masters Prepared,90311.64,25104,1,-0.657356992,-0.626977395,-1.150267919,3.65,4,4,4,0,0,0,0,0,0.11,4,3.91,3.4,GD Harpur,White,-203.209385,121.2944555,5.38913,3.61500 ,,4.0000 ,134.0000 ,153.0000 
1362,0,0,0,0,2012,23,GD Nursing,30,Doctor of Nursing Practice,Female,0,1362,White,D70,Family Nurse Practitioner,14855.1,Nursing DNP,0,14855.1,0,1,0.490459458,-1.024369549,-0.53042972,3.93,4,3.91,4,4,0,0,0,1,0.01,5,3.97,2.4,GD Non-Harpur,White,-222.9497686,168.308,5.253276847,3.78000 ,,4.0000 ,156.0000 ,160.0000 
1363,0,0,0,0,2012,33,GD Harpur,40,Doctor of Philosophy,Male,1,1363,White,C43,Political Science,102492,Harpur Doctor of Philosophy,Masters Prepared,106380,3888,1,-0.304547517,-0.558374092,-1.270342223,3.3,2.9,3.8,3.43,3.43,3.7,0,0,0,0.09,6,3.43,6.4,GD Harpur,White,-210.5862367,121.2944555,5.487326667,3.76333 ,,4.0000 ,152.0000 ,146.0000 
1364,0,0,0,0,2012,33,GD CCPA,40,Doctor of Philosophy,Male,1,1364,Asia,F44,Community and Public Affairs,58822,Community & Public Affairs PHD,0,58822,0,1,-0.625435931,-0.06199658,0.658391608,2.23,2.67,3.51,3.67,4,0,0,0,0,0.45,5,3.22,4.4,GD Non-Harpur,Asia,-215.45571,121.2944555,4.79948,3.29000 ,,3.5000 ,158.0000 ,147.0000 
1365,0,0,0,0,2012,33,GD Harpur,40,Doctor of Philosophy,Male,1,1365,Asia,F44,Community and Public Affairs,58822,Community & Public Affairs PHD,0,58822,0,1,-0.625435931,-0.06199658,0.658391608,2.23,2.67,3.51,3.67,4,0,0,0,0,0.45,5,3.22,4.4,GD Harpur,Asia,-215.45571,121.2944555,4.79948,3.29000 ,,3.5000 ,158.0000 ,147.0000 
1366,8340,8340,8415,9175,2012,40,GD Nursing,47,Doctor of Philosophy,Male,1,1366,White,D99,Nursing,15087.54,Nursing PhD,0,60290.54,45203,1,-0.051272307,0.066827197,0.177342925,3.9,4,3.9,3.86,3.7,4,0,0,0,-0.01,6,3.89,2.4,GD Non-Harpur,White,-222.9501586,121.2944555,4.995096847,3.39000 ,,3.8165 ,157.3401 ,154.9181 
1367,9250,11105,9250,8325,2015,25,GD CCPA,29,Doctor of Philosophy,Female,1,1367,China,F44,Community and Public Affairs,12701.44,Community & Public Affairs PHD,0,54369.44,41668,1,-1.768772506,3.728244918,-1.28760227,4,3.93,4,4,0,0,0,0,0,0.01,4,3.98,3.8,GD Non-Harpur,China,-222.9499886,-50.659,5.107636847,3.56000 ,,3.0000 ,164.0000 ,138.0000 
1368,6255,6255,0,0,2012,24,GD Watson,31,Doctor of Philosophy,Male,1,1368,China,R92,Computer Science,23570.07,Computer Science PhD,0,39612.07,16042,1,-0.020971878,0.17386367,0.614535944,4,3.53,4,0,0,0,0,0,0,0,3,3.84,4.4,GD Non-Harpur,China,-226.6716233,121.2944555,4.856853333,3.37667 ,,3.5000 ,169.0000 ,152.0000 
1369,8340,8340,9175,9175,2012,28,GD Harpur,35,Doctor of Philosophy,Male,1,1369,Asia,C22,Economics,12128.69,Harpur Doctor of Philosophy,Masters Prepared,62632.69,50504,1,0.694347763,0.755144267,-0.175869819,4,3.53,3.57,3.9,3.87,0,0,0,0,0.01,5,3.77,4.4,GD Harpur,Asia,-234.593175,121.2944555,5.24065,2.82500 ,,4.5000 ,170.0000 ,162.0000 
1370,6255,6255,3699,3699,2012,33,GD Harpur,40,Doctor of Philosophy,Male,1,1370,White,C23,English,76450.36,Harpur Doctor of Philosophy,Masters Prepared,98128.36,21678,1,0.72279556,0.147687044,-1.463831073,4,4,4,4,0,0,0,0,0,0,4,4,3.4,GD Harpur,White,-226.5566067,121.2944555,5.616886667,3.39333 ,,4.5000 ,150.0000 ,170.0000 
1371,0,6255,6885,6885,2012,25,GD Watson,32,Doctor of Philosophy,Male,1,1371,Asia,R93,Systems Science,21243.05,Systems Science PhD,0,49678.05,28435,1,-2.126451979,3.527624331,1.311471691,3.9,4,3.8,4,4,0,0,0,0,0.02,5,3.94,4,GD Non-Harpur,Asia,-219.698355,1.381,4.37249,2.64500 ,,3.5000 ,161.0000 ,150.0000 
1372,8340,8340,9175,9175,2012,22,GD Harpur,29,Doctor of Philosophy,Male,1,1372,China,C22,Economics,18768.8,Harpur Doctor of Philosophy,Bachelors Prepared,66749.8,47981,1,0.270380122,-0.921123991,-0.14151989,3.9,3.33,3.33,3.57,4,0,0,0,0,0.04,5,3.63,5.4,GD Harpur,China,-222.9501086,179.078,5.028196847,3.44000 ,,4.0000 ,166.0000 ,164.0000 
1373,6255,6255,6885,765,2012,31,GD Watson,38,Doctor of Philosophy,Male,1,1373,White,R93,Systems Science,6620.53,Systems Science PhD,0,29387.53,22767,1,-2.198394779,-0.552272028,3.679203755,3.9,3.67,3.1,0,0,0,0,0,0,-0.4,3,3.56,3,GD Non-Harpur,White,-204.01535,121.2944555,3.5398,3.65000 ,,1.5000 ,154.0000 ,135.0000 
1374,4380.59,5075.59,266.95,308.57,2012,23,GD Harpur,30,Doctor of Philosophy,Male,1,1374,Black or African American,C45,Behavioral Neuroscience,100917.56,Harpur Doctor of Philosophy,Bachelors Prepared,124161.26,23243.7,1,-0.484562969,-0.142200248,1.018291066,3.76,3.35,3,3.3,3.7,3.58,4,0,0,0.07,7,3.53,5,GD Harpur,White,-219.7934,121.2944555,4.6302,3.60000 ,,3.0000 ,158.0000 ,153.0000 
1375,6885,6885,7569,841,2013,28.3,GD Watson,35,Doctor of Philosophy,Female,1,1375,Asia,R87,Industrial and Systems Enginee,9074.1,Industrial and Systems Eng PhD,0,33104.1,24030,1,-0.15780912,0.205684936,0.545837169,3.8,3.9,3.83,0,0,0,0,0,0,0.01,3,3.84,3.3,GD Non-Harpur,Asia,-222.9503486,121.2944555,4.869316847,3.20000 ,,3.8165 ,157.3401 ,154.9181 
1376,6255,6255,0,0,2012,36,GD Watson,43,Doctor of Philosophy,Male,1,1376,Asian,R87,Industrial and Systems Enginee,19586.23,Industrial and Systems Eng PhD,0,32096.23,12510,1,-0.386202285,0.062444226,0.722006475,3.57,3.8,3.5,0,0,0,0,0,0,-0.04,3,3.62,6.4,GD Non-Harpur,White,-220.9196925,121.2944555,4.811065,3.30750 ,,3.5000 ,168.0000 ,145.0000 
1377,5185,5185,4077,453,2014,22,GD Harpur,27,Doctor of Philosophy,Male,1,1377,White,C15,Chemistry,3770.74,Harpur Doctor of Philosophy,Bachelors Prepared,20944.74,17174,1,0.502925353,-0.357398769,-2.882774441,4,3.88,4,4,0,0,0,0,0,0.01,4,3.97,4,GD Harpur,White,-216.27436,121.2944555,6.15468,3.64000 ,,5.0000 ,155.0000 ,151.0000 
1378,7569,7569,8325,925,2014,27,GD Watson,32,Doctor of Philosophy,Male,1,1378,Asia,R96,Electrical Engineering,7397.66,Electrical Engineering PhD,0,31785.66,24388,1,-2.715767142,2.803957631,0.971446036,4,4,4,0,0,0,0,0,0,0,3,4,1.8,GD Non-Harpur,Asia,-205.5256,-12.689,4.4978,3.40000 ,,3.0000 ,152.0000 ,139.0000 
