,1st_Term_Funding,2nd_Term_Funding,3rd_Term_Funding,4th_Term_Funding,Start_year,Start_age,College,Age,Degree,Gender,funding_indicator,ID,Citizenship,Major_id,Major,net_cost,Program,Prep Level,Total Charges,Total Funding Amount,Y,PC1,PC2,PC3,Term 1 GPA,Term 2 GPA,Term 3 GPA,Term 4 GPA,Term 5 GPA,Term 6 GPA,Term 7 GPA,Term 8 GPA,gap_indicator,GPA_trend,Valid term,Average_GPA,academic_period,s_College,s_Citizenship,SAPC1,SAPC2,SAPC3   ,Average Precol GPA,GMAT Score,GRE Combined General Write Score,GRE Combined Quantitative Score,GRE Combined General Verbal Score
1892,0,0,3490,3490,2008,25,GD Harpur,36,Doctor of Philosophy,Male,1,1892,White,C29,History,115642.38,Harpur Doctor of Philosophy,0,130424.38,14782,0,0.133765316,-0.17434677,-0.462673395,3.9,3.67,4,4,3.87,4,0,0,0,0.03,6,3.91,8.4,GD Harpur,White,-222.9498286,121.2944555,5.213556847,3.72000 ,,3.8165 ,157.3401 ,154.9181 
1893,6625,6625,6890,5740,2008,23,GD Management,34,Doctor of Philosophy,Female,1,1893,China,B99,Management PHD,4924.75,Management PhD,0,30804.75,25880,0,-0.15780912,0.205684936,0.545837169,4,4,3.15,3.43,3.33,3.5,0,0,0,-0.12,6,3.57,2.4,GD Non-Harpur,China,-222.9503486,121.2944555,4.869316847,3.20000 ,,3.8165 ,157.3401 ,154.9181 
1894,0,0,0,0,2012,24,GD Watson,31,Doctor of Philosophy,Male,0,1894,Unknown,R96,Electrical Engineering,64209.3,Electrical Engineering PhD,0,64209.3,0,0,-0.297989138,0.388392487,1.030698018,3.35,3.1,3.57,2,0,0,0,0,0,-0.36,4,3,3,GD Non-Harpur,White,-222.9505986,121.2944555,4.703816847,2.95000 ,,3.8165 ,157.3401 ,154.9181 
1895,0,0,0,0,2008,24,GD Harpur,35,Doctor of Philosophy,Male,0,1895,Asian,C22,Economics,17800,Harpur Doctor of Philosophy,0,17800,0,0,-0.062486708,0.081443801,0.216131792,3.38,2.47,3,0,0,0,0,0,0,-0.19,3,2.95,1,GD Harpur,White,-222.9501786,121.2944555,4.981856847,3.37000 ,,3.8165 ,157.3401 ,154.9181 
1896,4185,4185,0,0,2009,23,GD Harpur,33,Doctor of Philosophy,Male,1,1896,White,C38,Philosophy Interpretation and,3142.7,Harpur Doctor of Philosophy,0,11512.7,8370,0,0.536796275,-1.423328138,1.770254329,3.8,4,4,0,0,0,0,0,0,0.1,3,3.93,1.4,GD Harpur,White,-222.9507086,195.3265,4.630996847,2.84000 ,,4.5000 ,151.0000 ,161.0000 
1897,0,0,4968,0,2008,22,GD Harpur,33,Doctor of Philosophy,Male,1,1897,White,C15,Chemistry,25206,Harpur Doctor of Philosophy,0,30174,4968,0,-0.269953134,0.351850977,0.933725848,3.35,3.28,3.85,0,0,0,0,0,0,0.25,3,3.49,1,GD Harpur,White,-222.9505486,121.2944555,4.736916847,3.00000 ,,3.8165 ,157.3401 ,154.9181 
1898,0,0,4968,5464.8,2008,27,GD Management,38,Doctor of Philosophy,Male,1,1898,India,B99,Management PHD,16470.45,Management PhD,0,26903.25,10432.8,0,0.219742394,-0.286407402,-0.760054716,3.18,3.43,4,0,0,0,0,0,0,0.41,3,3.53,1.4,GD Non-Harpur,White,-222.9496753,121.2944555,5.315063513,3.87333 ,,3.8165 ,157.3401 ,154.9181 
1899,0,0,0,0,2007,40.7,GD Harpur,53,Doctor of Philosophy,Female,1,1899,Other International Students,C60,Translation Studies,32067.15,Harpur Doctor of Philosophy,0,47169.15,15102,0,3.79E-16,-5.79E-16,-1.21E-15,3.77,3.65,3.9,0,0,0,0,0,0,0.06,3,3.77,4.7,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
1900,0,0,0,0,2011,37,GD Watson,45,Doctor of Philosophy,Male,0,1900,White,R92,Computer Science,48484,Computer Science PhD,0,48484,0,0,-0.295185538,0.384738336,1.021000801,3.15,4,2.85,4,4,0,0,0,0,0.17,5,3.6,4.4,GD Non-Harpur,White,-222.9505936,121.2944555,4.707126847,2.95500 ,,3.8165 ,157.3401 ,154.9181 
1901,4685,4685,3699,3699,2012,23,GD Harpur,30,Doctor of Philosophy,Male,1,1901,White,C13,Biological Sciences,3177.99,Harpur Doctor of Philosophy,0,19945.99,16768,0,0.201124445,-0.059350364,-0.737186743,4,3.89,2.94,3.7,0,0,0,0,0,-0.19,4,3.63,1.4,GD Harpur,White,-222.05848,121.2944555,5.32624,3.52000 ,,4.0000 ,155.0000 ,159.0000 
1902,0,0,0,432,2011,38,GD Nursing,46,Doctor of Philosophy,Female,1,1902,White,D99,Nursing,12943.75,Nursing PhD,0,13375.75,432,0,-0.094260846,0.122857513,0.326033585,2.7,3,4,2,4,4,3.3,0,0,0.14,7,3.29,5.4,GD Non-Harpur,White,-222.9502353,121.2944555,4.944343513,3.31333 ,,3.8165 ,157.3401 ,154.9181 
1903,0,0,0,0,2015,24,GD Harpur,28,Doctor of Philosophy,Male,0,1903,White,C43,Political Science,10241,Harpur Doctor of Philosophy,0,10241,0,0,-0.936569578,-0.098449055,1.483646362,3.2,0,0,0,0,0,0,0,0,0,1,3.2,0,GD Harpur,White,-213.5426833,121.2944555,4.442633333,3.31667 ,,3.0000 ,150.0000 ,152.0000 
1904,0,0,0,0,2010,39,GD Nursing,48,Doctor of Nursing Practice,Female,1,1904,White,D70,Family Nurse Practitioner,11813,Nursing DNP,0,11813,0,0,0.248712931,-0.324166962,-0.860259291,0,0,0,0,0,0,0,0,0,0,0,0,0,GD Non-Harpur,White,-222.9496236,121.2944555,5.349266847,3.92500 ,,3.8165 ,157.3401 ,154.9181 
1905,0,0,0,0,2009,52,GD Harpur,62,Doctor of Philosophy,Female,0,1905,White,C29,History,19969.55,Harpur Doctor of Philosophy,0,19969.55,0,0,2.342721268,-4.911505199,1.081307137,4,4,4,3.77,3.7,3.7,4,3.7,0,-0.04,8,3.86,4.4,GD Harpur,White,-222.9499653,257.052,5.123083513,3.58333 ,,6.0000 ,149.0000 ,167.0000 
1906,4185,4185,3141,3141,2009,24,GD Harpur,34,Doctor of Philosophy,Male,1,1906,White,C26,Geology,15046.99,Harpur Doctor of Philosophy,0,36718.99,21672,0,0.998176429,0.050081616,-1.967287837,3.57,3.57,4,0,0,0,0,0,0,0.21,3,3.71,3.4,GD Harpur,White,-233.370495,173.1295,5.69081,3.50500 ,,4.5000 ,163.0000 ,167.0000 
1907,4185,4185,4185,4185,2009,57,GD Education,67,Doctor of Education,Female,1,1907,White,E99,Educational Theory and Practic,10145.05,Education EDD,0,28405.05,18260,0,0.206658925,-0.269354697,-0.714801037,4,3.77,4,3.85,0,0,0,0,0,-0.02,4,3.9,8.4,GD Non-Harpur,White,-222.9496986,121.2944555,5.299616847,3.85000 ,,3.8165 ,157.3401 ,154.9181 
1908,6890,6890,5688,0,2010,24,GD Watson,33,Doctor of Philosophy,Male,1,1908,China,R98,Mechanical Engineering,3734.4,Mechanical Engineering PhD,0,23202.4,19468,0,0.128158115,-0.167038468,-0.443278962,3.9,4,3.85,0,0,0,0,0,0,-0.02,3,3.92,1,GD Non-Harpur,China,-222.9498386,121.2944555,5.206936847,3.71000 ,,3.8165 ,157.3401 ,154.9181 
1909,10095,10095,4077,4530,2014,29,GD Harpur,34,Doctor of Philosophy,Female,1,1909,White,C45,Behavioral Neuroscience,62582.06,Harpur Doctor of Philosophy,0,99533.06,36951,0,0.068786278,0.373331074,0.223833156,3.3,3.25,2.7,3.42,3,3.7,0,0,0,0.06,6,3.23,3,GD Harpur,White,-224.29198,121.2944555,4.99524,3.02000 ,,4.0000 ,153.0000 ,164.0000 
1910,4185,3839,2092.5,2092.5,2009,52,GD Nursing,62,Doctor of Philosophy,Female,1,1910,White,D99,Nursing,54502,Nursing PhD,0,71146,16644,0,0.088907711,-0.115880354,-0.307517924,3.4,3.37,3.79,3.91,3.72,3.13,0,0,0,-0.01,6,3.55,2.4,GD Non-Harpur,White,-222.9499086,121.2944555,5.160596847,3.64000 ,,3.8165 ,157.3401 ,154.9181 
1911,4935,4935,3888,3888,2013,22,GD Harpur,28,Doctor of Philosophy,Female,1,1911,White,C13,Biological Sciences,6050.96,Harpur Doctor of Philosophy,0,24149.96,18099,0,0.563029466,-0.323861662,-2.244594891,3.75,3.27,3.5,4,0,0,0,0,0,0.1,4,3.63,2.8,GD Harpur,White,-220.049215,121.2944555,5.87617,3.78500 ,,4.5000 ,150.0000 ,161.0000 
1912,0,4185,0,3141,2009,24,GD Harpur,34,Doctor of Philosophy,Female,1,1912,White,C01,Anthropology,42426.85,Harpur Doctor of Philosophy,0,49752.85,7326,0,2.370930832,-4.537857205,0.649401407,3.9,4,4,4,0,0,0,0,0,0.03,4,3.98,1.8,GD Harpur,White,-222.9496086,258.6835,5.359196847,3.94000 ,,5.5000 ,143.0000 ,163.0000 
1913,0,4968,4968,5166,2009,28.3,GD Watson,39,Doctor of Philosophy,Female,1,1913,India,R91,Biomedical Engineering,13935.2,Bioengineering PhD,0,34203.2,20268,0,3.79E-16,-5.79E-16,-1.21E-15,3.87,3.32,3.85,3.85,0,0,0,0,0,0.05,4,3.72,3,GD Non-Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
1914,3330,3330,390,390,2009,22,GD Harpur,32,Doctor of Philosophy,Male,1,1914,White,C29,History,3366.44,Harpur Doctor of Philosophy,0,11628.44,8262,0,1.29208827,-2.668419963,-0.124936651,4,4,4,4,3.94,0,0,0,0,-0.01,5,3.99,4.4,GD Harpur,White,-222.9497386,186.225,5.273136847,3.81000 ,,5.0000 ,154.0000 ,162.0000 
1915,0,0,0,0,2010,46,GD Nursing,55,Doctor of Nursing Practice,Female,0,1915,White,D70,Family Nurse Practitioner,47363.65,Nursing DNP,0,47363.65,0,0,-0.040057906,0.052210593,0.138554057,3.6,3.15,4,4,0,0,0,0,0,0.2,4,3.69,3.4,GD Non-Harpur,White,-222.9501386,121.2944555,5.008336847,3.41000 ,,3.8165 ,157.3401 ,154.9181 
1916,6625,6625,3141,3141,2009,22,GD Harpur,32,Doctor of Philosophy,Male,1,1916,White,C34,Mathematics,13122.42,Harpur Doctor of Philosophy,0,46334.42,33212,0,0.700027177,-1.572546661,-0.963369951,3.9,4,3.87,4,4,4,4,3.2,0,-0.05,8,3.87,3.4,GD Harpur,White,-222.9496286,153.4765,5.345956847,3.92000 ,,4.5000 ,166.0000 ,162.0000 
1917,0,0,0,0,2012,27,GD Harpur,34,Doctor of Philosophy,Female,0,1917,White,C33,Comparative Literature,25093,Harpur Doctor of Philosophy,0,25093,0,0,-0.505566975,-0.472427647,-0.962851224,3.88,3.9,3.3,0,0,0,0,0,0,-0.29,3,3.69,1.4,GD Harpur,White,-207.35545,121.2944555,5.3461,3.55000 ,,4.0000 ,140.0000 ,153.0000 
1918,0,0,0,0,2011,43,GD Nursing,51,Doctor of Nursing Practice,Female,0,1918,White,D70,Family Nurse Practitioner,16781.84,Nursing DNP,0,16781.84,0,0,-0.055010441,0.071699398,0.190272547,3.3,4,0,0,0,0,0,0,0,0.7,2,3.65,0.4,GD Non-Harpur,White,-222.9501653,121.2944555,4.990683513,3.38333 ,,3.8165 ,157.3401 ,154.9181 
1919,4935,0,0,0,2013,22,GD Harpur,28,Doctor of Philosophy,Male,1,1919,White,C29,History,15899,Harpur Doctor of Philosophy,0,20834,4935,0,1.027124755,-0.352512849,-3.332028815,2.33,3,0,0,0,0,0,0,0,0.67,2,2.67,0.4,GD Harpur,White,-223.3761,121.2944555,6.3268,3.90000 ,,5.0000 ,159.0000 ,157.0000 
1920,0,0,3510,0,2011,25,GD Harpur,33,Doctor of Philosophy,Male,1,1920,White,C01,Anthropology,82807.2,Harpur Doctor of Philosophy,0,86728.2,3921,0,-0.09067541,0.347404916,0.42752221,3.8,3.67,3.7,3.7,0,0,0,0,0,-0.03,4,3.72,7,GD Harpur,White,-222.9501736,94.148,4.985166847,3.37500 ,,4.0000 ,148.0000 ,149.0000 
1921,0,0,0,0,2009,26,GD Harpur,36,Doctor of Philosophy,Male,0,1921,White,C29,History,10574,Harpur Doctor of Philosophy,0,10574,0,0,0.554288656,-0.705972057,1.352908355,3.3,0,0,0,0,0,0,0,0,0,1,3.3,0,GD Harpur,White,-222.9502086,211.2095,4.961996847,3.34000 ,,3.5000 ,139.0000 ,154.0000 
1922,3600,3600,0,0,2009,25,GD Harpur,35,Doctor of Philosophy,Male,1,1922,China,C34,Mathematics,8678.5,Harpur Doctor of Philosophy,0,15878.5,7200,0,-0.934556583,2.179576876,-1.822433695,3.67,4,0,0,0,0,0,0,0,0.33,2,3.83,0.4,GD Harpur,China,-222.9495486,-51.31879657,5.398916847,4.00000 ,,3.8165 ,157.3401 ,154.9181 
1923,3600,3600,0,0,2009,25,GD Harpur,35,Doctor of Philosophy,Female,1,1923,Europe,C34,Mathematics,8941.5,Harpur Doctor of Philosophy,0,16141.5,7200,0,-1.580920427,3.275220274,-1.0124844,3.57,3.53,0,0,0,0,0,0,0,-0.04,2,3.55,0.8,GD Harpur,White,-222.9500672,-16.099,5.055630202,3.48144 ,,3.0000 ,163.0000 ,143.0000 
1924,3700,3330,390,390,2009,23,GD Harpur,33,Doctor of Philosophy,Female,1,1924,White,C29,History,2493.97,Harpur Doctor of Philosophy,0,11125.97,8632,0,1.488788148,-2.947145714,0.55367838,3.62,3.77,3.88,3.86,3.88,4,0,0,0,0.06,6,3.83,5,GD Harpur,White,-222.9498886,165.7735,5.173836847,3.66000 ,,5.5000 ,149.0000 ,157.0000 
1925,5166,5688,5688,6255,2009,21.3,GD Watson,32,Doctor of Philosophy,Male,1,1925,India,R96,Electrical Engineering,20211.79,Electrical Engineering PhD,0,51634.79,31423,0,3.79E-16,-5.79E-16,-1.21E-15,2.9,3.3,4,3.35,3.5,3,3.35,4,0,0.06,8,3.42,8,GD Non-Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
1926,5185,5185,0,0,2014,23,GD Nursing,28,Doctor of Philosophy,Female,1,1926,White,D99,Nursing,2792.7,Nursing PhD,0,13162.7,10370,0,0.271141733,-0.35340017,-0.937837027,4,4,0,0,0,0,0,0,0,0,2,4,0.4,GD Non-Harpur,White,-222.9495836,121.2944555,5.375746847,3.96500 ,,3.8165 ,157.3401 ,154.9181 
1927,6625,6625,3141,3141,2009,25.3,GD Harpur,36,Doctor of Philosophy,Male,1,1927,Asian,C15,Chemistry,32069.6,Harpur Doctor of Philosophy,0,51601.6,19532,0,-1.722165758,3.768193628,-0.826463513,3.7,3.54,3.5,2.7,0,0,0,0,0,-0.3,4,3.36,3,GD Harpur,White,-222.9500672,-4.5675,5.055630202,3.48144 ,,2.5000 ,153.0000 ,140.0000 
1928,4185,4185,3141,0,2009,25,GD Harpur,35,Doctor of Philosophy,Male,1,1928,White,C46,Cognitive Psychology,6547.6,Harpur Doctor of Philosophy,0,18058.6,11511,0,0.180401225,-0.266571261,0.207156746,3.45,3.31,3.93,0,0,0,0,0,0,0.24,3,3.56,1,GD Harpur,White,-222.9500672,85.0465,5.055630202,3.48144 ,,4.5000 ,151.0000 ,150.0000 
1929,6625,6625,3141,3141,2009,23,GD Harpur,33,Doctor of Philosophy,Female,1,1929,White,C01,Anthropology,25003.78,Harpur Doctor of Philosophy,0,54705.78,29702,0,0.892821467,-1.890136366,-0.893066913,4,3.9,4,4,3.93,4,0,0,0,0,6,3.97,3.4,GD Harpur,White,-222.9495719,171.8265,5.38347018,3.97667 ,,4.5000 ,160.0000 ,162.0000 
1930,6625,5166,5166,5688,2009,23,GD Harpur,33,Doctor of Philosophy,Female,1,1930,China,C13,Biological Sciences,16308.75,Harpur Doctor of Philosophy,0,44641.75,28333,0,-0.79486065,1.486493529,-0.707225378,3.55,4,3.77,3.7,0,0,0,0,0,0.02,4,3.76,5,GD Harpur,China,-222.9500672,59.5495,5.055630202,3.48144 ,,3.5000 ,166.0000 ,152.0000 
1931,6625,0,0,0,2009,24,GD Harpur,34,Doctor of Philosophy,Female,1,1931,India,C13,Biological Sciences,1064.5,Harpur Doctor of Philosophy,0,7689.5,6625,0,-0.765577953,1.511757354,-0.622616223,3.67,0,0,0,0,0,0,0,0,0,1,3.67,0,GD Harpur,White,-222.9500672,11.718,5.055630202,3.48144 ,,4.0000 ,164.0000 ,146.0000 
1932,0,3141,2443,3330,2009,26,GD Harpur,36,Doctor of Philosophy,Female,1,1932,White,C13,Biological Sciences,9468.99,Harpur Doctor of Philosophy,0,28732.99,19264,0,-0.188648724,0.245880597,0.652506556,3.72,3.3,3.35,3.33,0,0,0,0,0,-0.11,4,3.43,6.4,GD Harpur,White,-222.9504036,121.2944555,4.832906847,3.14500 ,,3.8165 ,157.3401 ,154.9181 
1933,6625,6625,6890,5683.2,2009,22,GD Harpur,32,Doctor of Philosophy,Female,1,1933,China,C22,Economics,5187.75,Harpur Doctor of Philosophy,0,31010.95,25823.2,0,-0.362110277,0.5825056,-0.459028411,3.23,3.33,2.9,3.15,0,0,0,0,0,-0.07,4,3.15,1.4,GD Harpur,China,-222.9500672,74.818,5.055630202,3.48144 ,,4.0000 ,164.0000 ,153.0000 
1934,0,0,6890,6890,2009,22,GD Harpur,32,Doctor of Philosophy,Female,1,1934,China,C22,Economics,20816.84,Harpur Doctor of Philosophy,0,45972.84,25156,0,-0.593126812,1.021867652,-0.625431472,3.57,3.9,3.57,3.3,3.7,3.7,0,0,0,-0.01,6,3.62,2.4,GD Harpur,China,-222.9500672,91.0995,5.055630202,3.48144 ,,3.5000 ,166.0000 ,155.0000 
1935,6625,0,0,0,2009,32,GD Harpur,42,Doctor of Philosophy,Female,1,1935,Unknown,C37,Philosophy SPEL,8956,Harpur Doctor of Philosophy,0,15581,6625,0,2.520256489,-5.188344319,1.484404326,4,0,0,0,0,0,0,0,0,0,1,4,0,GD Harpur,White,-222.9500253,278.122,5.083363513,3.52333 ,,6.0000 ,146.0000 ,167.0000 
1936,0,0,0,0,2009,24.3,GD Watson,35,Doctor of Philosophy,Male,0,1936,White,R96,Electrical Engineering,28183.65,Electrical Engineering PhD,0,28183.65,0,0,-0.185845124,0.242226446,0.642809339,3,3,2.85,2.7,2.3,3.5,0,0,1,0.01,6,2.89,3,GD Non-Harpur,White,-222.9503986,121.2944555,4.836216847,3.15000 ,,3.8165 ,157.3401 ,154.9181 
1937,6625,6625,5166,5166,2009,23,GD Watson,33,Doctor of Philosophy,Male,1,1937,China,R96,Electrical Engineering,5044.55,Electrical Engineering PhD,0,28626.55,23582,0,-0.309188827,0.490436784,-0.983880875,4,4,4,4,0,0,0,0,0,0,4,4,1.4,GD Non-Harpur,China,-222.9498486,116.3395,5.200316847,3.70000 ,,3.5000 ,166.0000 ,158.0000 
1938,4185,4185,3490,3490,2009,22,GD Harpur,32,Doctor of Philosophy,Female,1,1938,White,C29,History,5526.6,Harpur Doctor of Philosophy,0,20876.6,15350,0,0.693098248,-0.834760068,0.040993747,3.76,4,3.46,3.76,0,0,0,0,0,-0.05,4,3.75,1.4,GD Harpur,White,-222.9496886,57.415,5.306236847,3.86000 ,,5.0000 ,144.0000 ,142.0000 
1939,0,0,0,0,2011,49,GD Education,57,Doctor of Education,Female,0,1939,White,E99,Educational Theory and Practic,81278.15,Education EDD,0,81278.15,0,0,-0.017629103,0.022977385,0.060976321,4,4,3.85,4,4,4,0,0,0,0,6,3.98,4,GD Non-Harpur,White,-222.9500986,121.2944555,5.034816847,3.45000 ,,3.8165 ,157.3401 ,154.9181 
1940,6625,6625,3141,3141,2009,23,GD Harpur,33,Doctor of Philosophy,Male,1,1940,White,C01,Anthropology,5112.93,Harpur Doctor of Philosophy,0,35204.93,30092,0,1.702501272,-3.348938869,0.220423864,4,4,4,4,3.9,4,0,0,0,-0.01,6,3.98,4,GD Harpur,White,-222.9496886,228.945,5.306236847,3.86000 ,,5.0000 ,148.0000 ,163.0000 
1941,6625,6625,3141,3141,2009,26,GD Harpur,36,Doctor of Philosophy,Female,1,1941,Hispanic or Latino,C01,Anthropology,8984.99,Harpur Doctor of Philosophy,0,35176.99,26192,0,1.295035384,-2.796151045,1.255647544,3.9,3.43,3.69,4,0,0,0,0,0,0.06,4,3.76,2.4,GD Harpur,White,-222.9502886,175.6735,4.909036847,3.26000 ,,5.5000 ,151.0000 ,159.0000 
1942,4935,4935,3888,3888,2013,22,GD Harpur,28,Doctor of Philosophy,Female,1,1942,White,C45,Behavioral Neuroscience,16667.32,Harpur Doctor of Philosophy,0,38843.32,22176,0,0.150460659,-0.144379482,-0.85825301,3.5,3.48,2.85,3.58,3.5,0,0,0,0,0.01,5,3.38,3,GD Harpur,White,-220.61242,121.2944555,5.36596,3.58000 ,,4.0000 ,155.0000 ,157.0000 
1943,4185,4185,3141,3141,2009,22,GD Harpur,32,Doctor of Philosophy,Female,1,1943,White,C29,History,4353.91,Harpur Doctor of Philosophy,0,19005.91,14652,0,1.152332879,-1.799432572,0.448143142,3.88,4,3.97,3.7,0,0,0,0,0,-0.06,4,3.89,2,GD Harpur,White,-222.9496986,214.438,5.299616847,3.85000 ,,4.0000 ,140.0000 ,156.0000 
1944,4185,4185,4185,349,2009,20,GD Harpur,30,Doctor of Philosophy,Male,1,1944,White,C22,Economics,9869.85,Harpur Doctor of Philosophy,0,22773.85,12904,0,0.540526297,-1.263118302,-0.443489777,3.1,3.1,3,0,0,0,0,0,0,-0.05,3,3.07,1.4,GD Harpur,White,-222.9498586,143.5765,5.193696847,3.69000 ,,4.5000 ,161.0000 ,160.0000 
1945,4185,4185,3141,3141,2009,22,GD Harpur,32,Doctor of Philosophy,Male,1,1945,White,C15,Chemistry,4302.68,Harpur Doctor of Philosophy,0,20474.68,16172,0,-0.624914642,1.329806302,-0.39320593,3.3,3.6,3.65,0,0,0,0,0,0,0.17,3,3.52,4.4,GD Harpur,White,-222.9500672,23.468,5.055630202,3.48144 ,,4.0000 ,157.0000 ,146.0000 
1946,4530,1359,0,0,2013,22,GD Harpur,28,Doctor of Philosophy,Male,1,1946,White,C29,History,1365.61,Harpur Doctor of Philosophy,0,7254.61,5889,0,0.574675216,-0.305577329,-2.194462915,3.7,3.7,3.53,3.43,3.36,3.3,0,0,0,-0.09,6,3.5,2.4,GD Harpur,White,-221.27121,121.2944555,5.87948,3.79000 ,,4.5000 ,157.0000 ,156.0000 
1947,0,0,0,3141,2009,27,GD Harpur,37,Doctor of Philosophy,Male,1,1947,Unknown,C01,Anthropology,66095.99,Harpur Doctor of Philosophy,0,72566.99,6471,0,0.412303409,-0.777009842,0.329912164,3.67,4,3.73,3.65,0,0,0,0,0,-0.03,4,3.76,3,GD Harpur,White,-222.9500672,119.6065,5.055630202,3.48144 ,,4.5000 ,151.0000 ,153.0000 
1948,6625,0,0,0,2009,24,GD Harpur,34,Doctor of Philosophy,Female,1,1948,White,C45,Behavioral Neuroscience,2090,Harpur Doctor of Philosophy,0,8715,6625,0,0.331780166,-0.60575175,-0.128718939,3.3,0,0,0,0,0,0,0,0,0,1,3.3,0,GD Harpur,White,-222.9499236,101.2565,5.150666847,3.62500 ,,4.5000 ,153.0000 ,152.0000 
1949,0,0,0,0,2009,30,GD Harpur,40,Doctor of Philosophy,Male,0,1949,White,C60,Translation Studies,152776.2,Harpur Doctor of Philosophy,0,152776.2,0,0,0.415328905,-0.379905054,1.053465233,3.65,3.5,3.53,3.13,0,0,0,0,0,-0.15,4,3.45,8.4,GD Harpur,White,-222.9501486,94.7665,5.001716847,3.40000 ,,4.5000 ,141.0000 ,144.0000 
1950,4185,4185,3141,3141,2009,22,GD Harpur,32,Doctor of Philosophy,Female,1,1950,Black or African American,C37,Philosophy SPEL,3552.38,Harpur Doctor of Philosophy,0,21534.38,17982,0,32.18686765,13.69291725,3.893413852,3.91,3.57,3.69,3.73,0.8,0,0,0,0,-0.61,5,3.14,2,GD Harpur,White,-806.616315,203.4865,5.80997,3.68500 ,,4.5000 ,550.0000 ,590.0000 
1951,4185,4185,3141,2443,2009,23,GD Harpur,33,Doctor of Philosophy,Male,1,1951,White,C15,Chemistry,59424.04,Harpur Doctor of Philosophy,0,80038.04,20614,0,0.078617012,0.204553448,0.453184058,3.13,3.5,3.17,4,0,0,0,0,0,0.23,4,3.45,2.4,GD Harpur,White,-222.9500672,52.0465,5.055630202,3.48144 ,,4.5000 ,146.0000 ,143.0000 
1952,6625,6625,3141,3141,2009,23,GD Harpur,33,Doctor of Philosophy,Female,1,1952,White,C37,Philosophy SPEL,5091.38,Harpur Doctor of Philosophy,0,34793.38,29702,0,1.664230854,-3.435829023,-0.320736126,3.91,3.91,4,4,4,4,4,0,0,0.02,7,3.97,3.4,GD Harpur,White,-222.9495786,230.395,5.379056847,3.97000 ,,5.0000 ,154.0000 ,166.0000 
1953,0,0,0,0,2009,22,GD Harpur,32,Doctor of Philosophy,Female,0,1953,White,C01,Anthropology,23464.55,Harpur Doctor of Philosophy,0,23464.55,0,0,1.520403492,-3.118088575,0.995580847,3.77,3.35,0,0,0,0,0,0,0,-0.42,2,3.56,0.4,GD Harpur,White,-222.9500672,231.955,5.055630202,3.48144 ,,5.0000 ,147.0000 ,163.0000 
1954,6625,6625,4185,4185,2009,23,GD Harpur,33,Doctor of Philosophy,Male,1,1954,Unknown,C43,Political Science,5412.13,Harpur Doctor of Philosophy,0,38307.13,32895,0,1.386949194,-3.225024573,0.909577565,3.7,4,3.67,3.9,3.9,4,0,0,0,0.04,6,3.86,3.4,GD Harpur,White,-222.9502186,293.8565,4.955376847,3.33000 ,,4.5000 ,154.0000 ,170.0000 
1955,6625,6625,3141,3141,2009,23,GD Harpur,33,Doctor of Philosophy,Female,1,1955,White,C13,Biological Sciences,8044.58,Harpur Doctor of Philosophy,0,38958.58,30914,0,1.00680777,-2.148223181,0.52877455,3.68,3.85,4,4,4,0,0,0,0,0.08,5,3.9,6.4,GD Harpur,White,-222.9500672,167.005,5.055630202,3.48144 ,,5.0000 ,152.0000 ,159.0000 
1956,6625,6625,3141,3141,2009,22,GD Harpur,32,Doctor of Philosophy,Male,1,1956,Black or African American,C34,Mathematics,7207.88,Harpur Doctor of Philosophy,0,41241.88,34034,0,0.039690676,-0.356171263,0.716885358,3.8,4,4,4,4,4,4,4,0,0.02,8,3.98,5.4,GD Harpur,White,-222.9504286,155.688,4.816356847,3.12000 ,,4.0000 ,156.0000 ,159.0000 
1957,6625,6625,3141,3490,2009,22,GD Harpur,32,Doctor of Philosophy,Female,1,1957,White,C45,Behavioral Neuroscience,6765.15,Harpur Doctor of Philosophy,0,26646.15,19881,0,1.229417182,-2.682625821,0.632485056,3.75,3.38,3.23,3.53,0,0,0,0,0,-0.08,4,3.47,2,GD Harpur,White,-222.9500672,249.1065,5.055630202,3.48144 ,,4.5000 ,151.0000 ,167.0000 
1958,4185,4185,3141,3141,2009,38,GD Harpur,48,Doctor of Philosophy,Female,1,1958,White,C29,History,44374.25,Harpur Doctor of Philosophy,0,59026.25,14652,0,0.178622922,-0.232813187,-0.617828867,3.73,3.67,3.7,3,0,0,0,0,0,-0.22,4,3.53,1.8,GD Harpur,White,-222.9497486,121.2944555,5.266516847,3.80000 ,,3.8165 ,157.3401 ,154.9181 
1959,6625,6625,3141,3141,2009,24,GD Harpur,34,Doctor of Philosophy,Female,1,1959,White,C37,Philosophy SPEL,63172.48,Harpur Doctor of Philosophy,0,93264.48,30092,0,0.150586918,-0.196271676,-0.520856697,3.6,4,4,2.98,4,4,0,0,0,0.03,6,3.76,4,GD Harpur,White,-222.9497986,121.2944555,5.233416847,3.75000 ,,3.8165 ,157.3401 ,154.9181 
