,1st_Term_Funding,2nd_Term_Funding,3rd_Term_Funding,4th_Term_Funding,Start_year,Start_age,College,Age,Degree,Gender,funding_indicator,ID,Citizenship,Major_id,Major,net_cost,Program,Prep Level,Total Charges,Total Funding Amount,Y,Term 1 GPA,Term 2 GPA,Term 3 GPA,Term 4 GPA,Term 5 GPA,Term 6 GPA,Term 7 GPA,Term 8 GPA,gap_indicator,GPA_trend,Valid term,Average_GPA,academic_period,s_College,s_Citizenship,Average Precol GPA,GMAT Score,GRE Combined General Write Score,GRE Combined Quantitative Score,GRE Combined General Verbal Score
1082,925,925,0,0,2013,22,GD Watson,28,Doctor of Philosophy,Male,1,1082,Asia,R92,Computer Science,12927.9,Computer Science PhD,0,14777.9,1850,1,3.67,3.9,3.65,3.7,0,0,0,0,0,-0.02,4,3.73,4.8,GD Non-Harpur,Asia,3.56,,3.8165,157.3401,154.9181
1083,5166,5166,5688,5688,2010,25,GD Watson,34,Doctor of Philosophy,Female,1,1083,China,R96,Electrical Engineering,18895.86,Electrical Engineering PhD,0,57410.86,38515,1,4,3.9,3.65,3.9,4,4,0,0,0,0.02,6,3.91,6.4,GD Non-Harpur,China,3.48144,,3.5,161,151
1084,6890,6890,7580,7580,2010,21,GD Harpur,30,Doctor of Philosophy,Female,1,1084,China,C22,Economics,11552.68,Harpur Doctor of Philosophy,Bachelors Prepared,56214.68,44662,1,3.2,3.33,3.67,3.7,4,4,0,0,0,0.17,6,3.65,4.4,GD Harpur,China,3.48144,,3.5,160,153
1085,4185,4185,3330,3330,2010,28,GD Harpur,37,Doctor of Philosophy,Female,1,1085,White,C13,Biological Sciences,3762.28,Harpur Doctor of Philosophy,Bachelors Prepared,20743.28,16981,1,3.89,3.81,4,0,0,0,0,0,0,0.05,3,3.9,3.8,GD Harpur,White,3.975,,3.5,148,150
1086,5166,5166,3330,3330,2010,24,GD Harpur,33,Doctor of Philosophy,Female,1,1086,White,C23,English,4437.82,Harpur Doctor of Philosophy,Masters Prepared,23031.82,18594,1,4,4,4,4,0,0,0,0,0,0,4,4,3.4,GD Harpur,White,4,,5.5,146,158
1087,6890,6890,3330,4435,2010,26,GD Harpur,35,Doctor of Philosophy,Male,1,1087,White,C47,Clinical Psychology,46326.33,Harpur Doctor of Philosophy,Masters Prepared,79865.33,33539,1,4,3.67,4,3.9,4,3.91,4,0,1,0.02,7,3.93,7,GD Harpur,White,3.48144,,4,150,163
1088,0,5166,5688,5688,2010,36.3,GD Watson,46,Doctor of Philosophy,Male,1,1088,Asia,R87,Industrial and Systems Enginee,14168.39,Industrial and Systems Eng PhD,0,30710.39,16542,1,4,3.8,3.3,0,0,0,0,0,0,-0.35,3,3.7,3.6,GD Non-Harpur,Asia,3.48144,,2,153,134
1089,3699,0,0,432,2010,24,GD Harpur,33,Doctor of Philosophy,Female,1,1089,White,C01,Anthropology,53951.81,Harpur Doctor of Philosophy,Masters Prepared,58535.81,4584,1,3.9,3.9,3.97,4,3.87,3.56,0,0,0,-0.05,6,3.86,7.4,GD Harpur,White,3.48144,,4.5,148,150
1090,5185,5185,4077,453,2014,22,GD Harpur,27,Doctor of Philosophy,Male,1,1090,White,C15,Chemistry,6319.32,Harpur Doctor of Philosophy,Bachelors Prepared,23493.32,17174,1,3.85,3.14,3.7,0,0,0,0,0,0,-0.08,3,3.56,4.4,GD Harpur,White,3.2,,4,159,147
1091,6890,6890,3330,3330,2010,22,GD Harpur,31,Doctor of Philosophy,Female,1,1091,White,C37,Philosophy SPEL,32862.33,Harpur Doctor of Philosophy,Bachelors Prepared,65296.33,32434,1,3.91,4,4,4,3.87,4,0,0,0,0,6,3.96,5.4,GD Harpur,White,3.48144,,4.5,160,164
1092,432,432,0,0,2010,31,GD Harpur,40,Doctor of Philosophy,Male,1,1092,White,C26,Geology,2096.31,Harpur Doctor of Philosophy,Bachelors Prepared,2960.31,864,1,4,3.77,3.3,3.7,0,0,0,0,1,-0.14,4,3.69,5.8,GD Harpur,White,3.01,,3.8165,157.3401,154.9181
1093,6890,6890,4435,3330,2010,26,GD Harpur,35,Doctor of Philosophy,Female,1,1093,Unknown,C47,Clinical Psychology,8310.44,Harpur Doctor of Philosophy,Bachelors Prepared,45917.44,37607,1,3.83,3.83,3.78,3.63,4,3.87,4,4,0,0.03,8,3.87,5.8,GD Harpur,White,3.49,,5,155,168
1094,6890,6890,5688,5688,2010,23,GD Watson,32,Doctor of Philosophy,Female,1,1094,China,R91,Biomedical Engineering,12410.8,Bioengineering PhD,0,46394.3,33983.5,1,3.79,3.93,4,3.83,0,0,0,0,0,0.02,4,3.89,4,GD Non-Harpur,China,3.375,,3.5,166,157
1095,6890,6890,5688,5688,2010,21,GD Watson,30,Doctor of Philosophy,Female,1,1095,China,R98,Mechanical Engineering,20345.03,Mechanical Engineering PhD,0,58011.03,37666,1,4,3.88,3.3,3.2,0,0,0,0,0,-0.3,4,3.6,5.4,GD Non-Harpur,China,3.4,,3.5,166,149
1096,5185,5185,453,453,2014,23,GD Harpur,28,Doctor of Philosophy,Male,1,1096,Europe,C49,Physics,2872.51,Harpur Doctor of Philosophy,Bachelors Prepared,16422.51,13550,1,3.9,4,0,0,0,0,0,0,0,0.1,2,3.95,4,GD Harpur,White,3.86,,4.5,162,161
1097,8340,765,765,841,2010,23,GD Watson,32,Doctor of Philosophy,Female,1,1097,India,R96,Electrical Engineering,7017.49,Electrical Engineering PhD,0,18569.49,11552,1,3.58,3.85,4,4,4,0,0,0,0,0.1,5,3.89,5,GD Non-Harpur,White,3.48144,,3,158,146
1098,6890,6890,5688,5688,2010,22,GD Harpur,31,Doctor of Philosophy,Male,1,1098,China,C15,Chemistry,10766.22,Harpur Doctor of Philosophy,Bachelors Prepared,46084.22,35318,1,3.65,3.93,4,4,4,0,0,0,0,0.08,5,3.92,4.4,GD Harpur,China,3.45,,3.5,160,155
1099,6890,6890,3330,3330,2010,27,GD Harpur,36,Doctor of Philosophy,Female,1,1099,White,C46,Cognitive Psychology,35205.74,Harpur Doctor of Philosophy,Bachelors Prepared,70927.74,35722,1,3.5,3.54,4,3.9,4,4,4,0,0,0.09,7,3.85,4.4,GD Harpur,White,3.42,,4.5,147,151
1100,5166,5166,5688,5688,2010,25,GD Harpur,34,Doctor of Philosophy,Male,1,1100,China,C34,Mathematics,9022.58,Harpur Doctor of Philosophy,Masters Prepared,39210.58,30188,1,4,4,4,4,4,0,0,0,0,0,5,4,3.4,GD Harpur,China,3.125,,3.5,164,142
1101,6890,6890,5688,5688,2010,23,GD Harpur,32,Doctor of Philosophy,Male,1,1101,China,C15,Chemistry,12639.13,Harpur Doctor of Philosophy,Bachelors Prepared,43406.13,30767,1,3.85,3.54,3.5,0,0,0,0,0,0,-0.18,3,3.63,5.4,GD Harpur,China,3.45,,3.8165,157.3401,154.9181
1102,6890,6890,7580,7580,2010,22,GD Watson,31,Doctor of Philosophy,Male,1,1102,China,R96,Electrical Engineering,20263.93,Electrical Engineering PhD,0,66775.93,46512,1,4,4,4,4,3.83,4,4,0,0,-0.01,7,3.98,6,GD Non-Harpur,China,3.48144,,4,166,158
1103,6890,6890,3700,3330,2010,23,GD Harpur,32,Doctor of Philosophy,Male,1,1103,White,C15,Chemistry,13503.93,Harpur Doctor of Philosophy,Bachelors Prepared,39077.93,25574,1,4,3.88,3.65,0,0,0,0,0,0,-0.18,3,3.84,4.4,GD Harpur,White,2.95,,3.5,151,151
1104,0,0,0,0,2012,37,GD Harpur,44,Doctor of Philosophy,Male,0,1104,White,C23,English,13547.65,Harpur Doctor of Philosophy,Masters Prepared,13547.65,0,1,4,4,4,0,0,0,0,0,1,0,3,4,3.4,GD Harpur,White,4,,6,154,166
1105,0,765,841,841,2010,22,GD Watson,31,Doctor of Philosophy,Male,1,1105,China,R98,Mechanical Engineering,60403.32,Mechanical Engineering PhD,0,63775.32,3372,1,3.43,4,3.85,3.85,3.77,4,0,0,1,0.06,6,3.82,8.8,GD Non-Harpur,China,3.57,,3,166,146
1106,5688,5688,695,695,2011,24,GD Watson,32,Doctor of Philosophy,Male,1,1106,China,R98,Mechanical Engineering,10055.04,Mechanical Engineering PhD,0,26033.04,15978,1,3.15,3.7,0,0,0,0,0,0,0,0.55,2,3.42,4,GD Non-Harpur,China,3.48144,,4,166,161
1107,6890,6890,3330,3330,2010,23,GD Harpur,32,Doctor of Philosophy,Female,1,1107,White,C47,Clinical Psychology,29262.9,Harpur Doctor of Philosophy,Bachelors Prepared,65764.9,36502,1,3.95,3.91,4,4,3.83,4,4,4,0,0.01,8,3.96,5.8,GD Harpur,White,3.81,,5.5,152,165
1108,5166,5166,5688,5688,2010,31,GD Watson,40,Doctor of Philosophy,Male,1,1108,White,R92,Computer Science,32541.23,Computer Science PhD,0,57169.23,24628,1,3.67,3.77,4,4,0,0,0,0,0,0.12,4,3.86,5.4,GD Non-Harpur,White,3.925,,4,151,151
1109,5166,6890,5688,632,2010,27,GD Grad School,36,Doctor of Philosophy,Male,1,1109,China,H21,Materials Science and Engineer,9314.14,Graduate School PhD,0,30610.14,21296,1,4,4,4,0,0,0,0,0,0,0,3,4,4,GD Non-Harpur,China,3.5,,3.5,159,158
1110,4185,4185,3330,3330,2010,26,GD Harpur,35,Doctor of Philosophy,Male,1,1110,White,C29,History,21616.64,Harpur Doctor of Philosophy,Masters Prepared,39112.64,17496,1,4,4,0,0,0,0,0,0,0,0,2,4,6.8,GD Harpur,White,3.84,,4,148,164
1111,6890,6890,7580,5688,2010,27,GD Harpur,36,Doctor of Philosophy,Male,1,1111,Asia,C52,Sociology,16834.75,Harpur Doctor of Philosophy,Bachelors Prepared,51819.75,34985,1,4,3.9,3.9,0,0,0,0,0,0,-0.05,3,3.93,6,GD Harpur,Asia,3.48144,,3.5,166,153
1112,0,0,5688,5688,2010,31,GD Harpur,40,Doctor of Philosophy,Female,1,1112,Asia,C38,Philosophy Interpretation and,32072.82,Harpur Doctor of Philosophy,Bachelors Prepared,51750.82,19678,1,3.77,4,4,4,0,0,0,0,0,0.07,4,3.94,7.4,GD Harpur,Asia,3.48144,,3.5,158,168
1113,0,0,3330,3330,2010,27,GD Harpur,36,Doctor of Philosophy,Male,1,1113,White,C38,Philosophy Interpretation and,116278.95,Harpur Doctor of Philosophy,Bachelors Prepared,125614.95,9336,1,4,3.67,4,4,4,0,0,0,0,0.03,5,3.93,8.4,GD Harpur,White,3.79,,4,159,164
1114,0,0,0,0,2010,26,GD Harpur,35,Doctor of Philosophy,Female,1,1114,China,C22,Economics,42084.09,Harpur Doctor of Philosophy,Masters Prepared,57806.09,15722,1,3.2,3.8,3.67,3.67,3.73,3.85,0,0,0,0.09,6,3.65,5,GD Harpur,China,3.48144,,3.5,166,152
1115,6890,6890,5688,5688,2010,24,GD Harpur,33,Doctor of Philosophy,Female,1,1115,Europe,C15,Chemistry,15324.86,Harpur Doctor of Philosophy,Bachelors Prepared,54342.86,39018,1,3.7,3.32,2.85,4,4,4,0,0,0,0.13,6,3.64,6.4,GD Harpur,White,3.13,,3,160,135
1116,5166,5166,5688,5688,2010,23,GD Watson,32,Doctor of Philosophy,Male,1,1116,Unknown,R92,Computer Science,14471.29,Computer Science PhD,0,44811.29,30340,1,3.8,3.23,4,0,0,0,0,0,0,0.1,3,3.68,4.8,GD Non-Harpur,White,3.48144,,2,166,137
1117,5166,5166,3330,3330,2010,32,GD Harpur,41,Doctor of Philosophy,Male,1,1117,Hispanic or Latino,C23,English,69861.77,Harpur Doctor of Philosophy,Masters Prepared,94695.77,24834,1,4,3.65,4,4,0,0,0,0,0,0.04,4,3.91,5.4,GD Harpur,White,3.48144,,5.5,149,166
1118,6890,6890,7580,5688,2010,33,GD Harpur,42,Doctor of Philosophy,Female,1,1118,Asia,C52,Sociology,30085.09,Harpur Doctor of Philosophy,Bachelors Prepared,71493.09,41408,1,3.9,3.9,3.67,0,0,0,0,0,0,-0.12,3,3.82,8.4,GD Harpur,Asia,3.695,,3,153,142
1119,4185,4185,3330,3330,2010,25,GD Harpur,34,Doctor of Philosophy,Male,1,1119,White,C29,History,3219.62,Harpur Doctor of Philosophy,Bachelors Prepared,19851.62,16632,1,3.76,4,4,0,0,0,0,0,0,0.12,3,3.92,3.4,GD Harpur,White,3.47,,4.5,156,160
1120,0,0,0,0,2010,23,GD Harpur,32,Doctor of Philosophy,Male,1,1120,White,C01,Anthropology,44021.32,Harpur Doctor of Philosophy,Bachelors Prepared,45833.32,1812,1,3.67,3.67,3.76,4,3.7,4,3.85,4,0,0.04,8,3.83,7.4,GD Harpur,White,3.77,,5,151,156
1121,3141,0,3141,3330,2010,46.3,GD Watson,56,Doctor of Philosophy,Male,1,1121,White,R87,Industrial and Systems Enginee,6306.59,Industrial and Systems Eng PhD,0,16288.59,9982,1,3,3.9,4,0,0,0,0,0,0,0.5,3,3.63,2.6,GD Non-Harpur,White,3.48144,,2,155,138
1122,5688,6255,6255,765,2012,28.3,GD Watson,36,Doctor of Philosophy,Male,1,1122,Asian,R87,Industrial and Systems Enginee,7700.84,Industrial and Systems Eng PhD,0,29110.84,21410,1,3.83,3.33,3.43,0,0,0,0,0,0,-0.2,3,3.53,3,GD Non-Harpur,White,3.48144,,3,157,152
1123,7580,7580,6255,6255,2010,25,GD Harpur,34,Doctor of Philosophy,Male,1,1123,China,C15,Chemistry,10642.78,Harpur Doctor of Philosophy,Masters Prepared,41684.78,31042,1,3.85,3.88,3.77,4,0,0,0,0,0,0.03,4,3.88,5,GD Harpur,China,3.15,,3.5,164,150
1124,3141,3141,3330,3330,2010,28,GD Harpur,37,Doctor of Philosophy,Male,1,1124,White,C34,Mathematics,9549.89,Harpur Doctor of Philosophy,Bachelors Prepared,30333.89,20784,1,4,4,3.87,3.87,4,4,0,0,0,0,6,3.96,7.4,GD Harpur,White,3.395,,3.8165,157.3401,154.9181
1125,6890,6890,3330,3330,2010,26,GD Harpur,35,Doctor of Philosophy,Female,1,1125,White,C45,Behavioral Neuroscience,7156.6,Harpur Doctor of Philosophy,Bachelors Prepared,45143.6,37987,1,3.65,3.65,3.15,3.8,3.3,3.85,0,0,0,0.02,6,3.57,7,GD Harpur,White,3.48144,,4.5,166,157
1126,0,6890,7580,7580,2010,28,GD Harpur,37,Doctor of Philosophy,Male,1,1126,Asia,C43,Political Science,30329.69,Harpur Doctor of Philosophy,Masters Prepared,78156.69,47827,1,3.9,4,4,3.8,4,4,0,0,0,0.01,6,3.95,5.8,GD Harpur,Asia,3.77,,3.5,161,142
1127,5166,5166,5688,5688,2010,24,GD Watson,33,Doctor of Philosophy,Male,1,1127,China,R96,Electrical Engineering,11753.79,Electrical Engineering PhD,0,35616.79,23863,1,3.5,3.7,3.23,4,0,0,0,0,0,0.1,4,3.61,4,GD Non-Harpur,China,3.48144,,3.5,163,152
1128,6890,6890,3330,3330,2010,28,GD Harpur,37,Doctor of Philosophy,Male,1,1128,White,C01,Anthropology,22582.03,Harpur Doctor of Philosophy,Masters Prepared,55100.03,32518,1,4,4,4,4,0,0,0,0,1,0,4,4,6.4,GD Harpur,White,3.79,,5,150,158
1129,6890,6890,3330,3330,2010,28,GD Harpur,37,Doctor of Philosophy,Male,1,1129,Hispanic or Latino,C01,Anthropology,96155.64,Harpur Doctor of Philosophy,Bachelors Prepared,129495.64,33340,1,3.57,3.43,3.66,4,4,4,0,0,0,0.12,6,3.78,8,GD Harpur,White,3.28,,3.5,152,159
1130,0,0,0,0,2010,23,GD Harpur,32,Doctor of Philosophy,Male,1,1130,China,C22,Economics,57675.23,Harpur Doctor of Philosophy,Bachelors Prepared,60046.23,2371,1,3.69,3.57,3.53,3.77,3.82,0,0,0,0,0.05,5,3.67,6.4,GD Harpur,China,3.48144,,3,166,152
1131,6890,6890,5688,632,2010,22,GD Grad School,31,Doctor of Philosophy,Female,1,1131,China,H21,Materials Science and Engineer,11247.81,Graduate School PhD,0,34267.81,23020,1,3.28,3.64,4,0,0,0,0,0,0,0.36,3,3.64,4.4,GD Non-Harpur,China,3.48144,,3.5,166,139
1132,6890,6890,5688,632,2010,22,GD Watson,31,Doctor of Philosophy,Female,1,1132,China,H21,Materials Science and Engineer,11247.81,Graduate School PhD,0,34267.81,23020,1,3.28,3.64,4,0,0,0,0,0,0,0.36,3,3.64,4.4,GD Non-Harpur,China,3.48144,,3.5,166,139
1133,6890,6890,7580,6320,2010,23,GD Watson,32,Doctor of Philosophy,Male,1,1133,China,R98,Mechanical Engineering,11632.44,Mechanical Engineering PhD,0,40702.44,29070,1,3.7,3.57,3.9,3.93,0,0,0,0,0,0.1,4,3.77,3.4,GD Non-Harpur,China,3,,3,166,152
1134,6890,6314,5688,5688,2010,28,GD Grad School,37,Doctor of Philosophy,Female,1,1134,China,H21,Materials Science and Engineer,10354.88,Graduate School PhD,0,38695.88,28341,1,3.67,3.92,0,0,0,0,0,0,0,0.25,2,3.79,4.4,GD Non-Harpur,China,3.48144,,3.5,166,158
1135,6890,6890,3330,3330,2010,24,GD Harpur,33,Doctor of Philosophy,Female,1,1135,White,C46,Cognitive Psychology,101633.59,Harpur Doctor of Philosophy,Bachelors Prepared,138261.59,36628,1,3.95,3.69,3.65,4,3.8,3.9,4,0,0,0.03,7,3.86,8,GD Harpur,White,2.92,,3.5,152,158
1136,0,0,3330,3330,2010,23,GD Harpur,32,Doctor of Philosophy,Male,1,1136,White,C38,Philosophy Interpretation and,21872.97,Harpur Doctor of Philosophy,Bachelors Prepared,30218.97,8346,1,4,3.9,3.73,0,0,0,0,0,0,-0.14,3,3.88,6.4,GD Harpur,White,3.39,,5.5,154,163
1137,5166,5166,3330,3330,2010,36,GD Harpur,45,Doctor of Philosophy,Male,1,1137,Unknown,C34,Mathematics,7603.29,Harpur Doctor of Philosophy,Bachelors Prepared,35725.29,28122,1,4,4,4,4,4,4,4,0,0,0,7,4,5.4,GD Harpur,White,3.35,,4.5,159,161
1138,6890,6890,5688,5688,2010,25,GD Harpur,34,Doctor of Philosophy,Male,1,1138,Africa,C15,Chemistry,14234.16,Harpur Doctor of Philosophy,Bachelors Prepared,53252.16,39018,1,3.7,4,3.5,3,0,0,0,0,0,-0.26,4,3.55,6.4,GD Harpur,Africa,3.48144,,3.8165,157.3401,154.9181
1139,6890,6890,0,0,2010,23,GD Harpur,32,Doctor of Philosophy,Male,1,1139,Europe,C22,Economics,29395.59,Harpur Doctor of Philosophy,Bachelors Prepared,55276.59,25881,1,2.9,2.8,3.57,3.33,3.73,3.3,0,0,0,0.13,6,3.27,4.4,GD Harpur,White,3.43,,3.8165,157.3401,154.9181
1140,6890,6890,4435,4435,2010,29,GD Harpur,38,Doctor of Philosophy,Male,1,1140,White,C43,Political Science,48800.13,Harpur Doctor of Philosophy,Masters Prepared,84619.13,35819,1,3.8,4,4,3.57,3.9,3.7,0,0,0,-0.04,6,3.83,6.8,GD Harpur,White,3.48144,,4,155,165
1141,5166,5166,5688,632,2010,34,GD Watson,43,Doctor of Philosophy,Male,1,1141,White,R87,Industrial and Systems Enginee,6785,Industrial and Systems Eng PhD,0,24132,17347,1,4,4,4,0,0,0,0,0,0,0,3,4,3,GD Non-Harpur,White,3.48,,3.5,159,138
1142,0,6255,6255,765,2010,22,GD Harpur,31,Doctor of Philosophy,Female,1,1142,China,C22,Economics,24377.15,Harpur Doctor of Philosophy,Masters Prepared,38493.15,14116,1,3.7,3.77,3.67,3,3.39,3.85,0,0,0,-0.03,6,3.56,6.4,GD Harpur,China,3.44,,3.5,166,151
1143,6890,6890,3330,3330,2010,22,GD Harpur,31,Doctor of Philosophy,Male,1,1143,White,C45,Behavioral Neuroscience,26809.49,Harpur Doctor of Philosophy,Bachelors Prepared,65249.49,38440,1,3.16,3.62,3.53,4,3.3,3.7,0,0,0,0.06,6,3.55,7.4,GD Harpur,White,3.68,,4,146,154
1144,5166,5166,5688,5688,2010,26,GD Watson,35,Doctor of Philosophy,Male,1,1144,Europe,R96,Electrical Engineering,11168.65,Electrical Engineering PhD,0,39826.65,28658,1,4,4,4,4,0,0,0,0,1,0,4,4,3.4,GD Non-Harpur,White,3.48144,,3,166,145
1145,0,0,0,0,2011,29,GD Harpur,37,Doctor of Philosophy,Female,0,1145,Asia,C60,Translation Studies,81575.19,Harpur Doctor of Philosophy,Masters Prepared,81575.19,0,1,4,4,0,0,0,0,0,0,0,0,2,4,4.4,GD Harpur,Asia,3.48144,,3.8165,157.3401,154.9181
1146,5166,5166,5688,5688,2010,26,GD Watson,35,Doctor of Philosophy,Male,1,1146,China,R93,Systems Science,18396.92,Systems Science PhD,0,44706.92,26310,1,3.67,4,4,4,0,0,0,0,0,0.1,4,3.92,4.4,GD Non-Harpur,China,3.58,,3.5,164,151
1147,6890,7580,7580,6255,2010,25,GD Harpur,34,Doctor of Philosophy,Male,1,1147,Asia,C38,Philosophy Interpretation and,24112.39,Harpur Doctor of Philosophy,Bachelors Prepared,69854.39,45742,1,4,4,4,4,4,4,0,0,0,0,6,4,5.4,GD Harpur,Asia,3.48144,,3.8165,157.3401,154.9181
