,1st_Term_Funding,2nd_Term_Funding,3rd_Term_Funding,4th_Term_Funding,Start_year,Start_age,College,Age,Degree,Gender,funding_indicator,ID,Citizenship,Major_id,Major,net_cost,Program,Prep Level,Total Charges,Total Funding Amount,Y,Term 1 GPA,Term 2 GPA,Term 3 GPA,Term 4 GPA,Term 5 GPA,Term 6 GPA,Term 7 GPA,Term 8 GPA,gap_indicator,GPA_trend,Valid term,Average_GPA,academic_period,s_College,s_Citizenship,Average Precol GPA,GMAT Score,GRE Combined General Write Score,GRE Combined Quantitative Score,GRE Combined General Verbal Score
35,4185,4185,3141,3330,2010,28.3,GD Harpur,38,Doctor of Philosophy,Male,1,35,White,C49,Physics,5061.93,Harpur Doctor of Philosophy,Bachelors Prepared,24012.93,18951,1,3.8,4,4,4,4,0,0,0,0,0.04,5,3.96,4.3,GD Harpur,White,3.41,,4.5,149,156
36,0,0,0,4968,2008,27.3,GD Harpur,39,Doctor of Philosophy,Female,1,36,Africa,C15,Chemistry,30722.09,Harpur Doctor of Philosophy,Bachelors Prepared,44460.09,13738,1,3.3,3.85,3.94,3.3,0,0,0,0,0,0.01,4,3.6,6,GD Harpur,Africa,3.48144,,3.8165,157.3401,154.9181
37,0,0,0,0,2008,33,GD Education,44,Doctor of Education,Female,0,37,White,E99,Educational Theory and Practic,24589.7,Education EDD,0,24589.7,0,1,3.7,4,3.7,4,3.85,3.65,3.85,0,1,0,7,3.82,5,GD Non-Harpur,White,3.22,,3.8165,157.3401,154.9181
38,0,0,0,0,2008,29.7,GD Harpur,41,Doctor of Philosophy,Female,0,38,White,C23,English,38765.05,Harpur Doctor of Philosophy,Masters Prepared,38765.05,0,1,4,4,4,4,4,0,0,0,0,0,5,4,4.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
39,4968,5166,5166,632,2009,23.7,GD Watson,34,Doctor of Philosophy,Male,1,39,India,R87,Industrial and Systems Enginee,7434,Industrial and Systems Eng PhD,0,23998,16564,1,3.9,4,4,0,0,0,0,0,0,0.05,3,3.97,3.2,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
40,7580,7580,8340,6880.5,2011,27,GD Management,35,Doctor of Philosophy,Male,1,40,China,B99,Management PHD,10737.84,Management PhD,0,50450.34,39712.5,1,3.9,4,3.91,4,0,0,0,0,0,0.02,4,3.95,3.8,GD Non-Harpur,China,3.43,,3.8165,157.3401,154.9181
41,0,0,3350.4,3350.4,2008,22,GD Harpur,33,Doctor of Philosophy,Female,1,41,White,C13,Biological Sciences,13575.7,Harpur Doctor of Philosophy,Bachelors Prepared,24506.5,10930.8,1,3.91,4,4,4,0,0,0,0,0,0.03,4,3.98,5,GD Harpur,White,3.54,,3.8165,157.3401,154.9181
42,0,0,632,632,2008,22,GD Watson,33,Doctor of Philosophy,Male,1,42,Unknown,R92,Computer Science,12649.24,Computer Science PhD,0,16833.24,4184,1,4,3.9,4,4,0,0,0,0,0,0.01,4,3.98,6.8,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
43,0,0,4185,3141,2008,27,GD Harpur,38,Doctor of Philosophy,Female,1,43,White,C38,Philosophy Interpretation and,17888.23,Harpur Doctor of Philosophy,Masters Prepared,29484.23,11596,1,4,4,4,4,0,0,0,0,0,0,4,4,5.4,GD Harpur,White,3.95,,3.8165,157.3401,154.9181
44,0,0,3490,3490,2008,37,GD Harpur,48,Doctor of Philosophy,Male,1,44,White,C29,History,12797.13,Harpur Doctor of Philosophy,Masters Prepared,27579.13,14782,1,3.85,3.67,4,4,4,0,0,0,0,0.06,5,3.9,6,GD Harpur,White,3.61,,3.8165,157.3401,154.9181
45,0,0,3141,3141,2008,38,GD Harpur,49,Doctor of Philosophy,Male,1,45,White,C01,Anthropology,117487.1,Harpur Doctor of Philosophy,Bachelors Prepared,137533.1,20046,1,3.9,3.8,4,4,4,4,0,0,0,0.03,6,3.95,6.4,GD Harpur,White,4,,3.8165,157.3401,154.9181
46,0,0,4968,4968,2008,24,GD Harpur,35,Doctor of Philosophy,Female,1,46,China,C01,Anthropology,36852,Harpur Doctor of Philosophy,Bachelors Prepared,65185,28333,1,3.9,3.9,3.73,4,3.85,4,0,0,0,0.02,6,3.9,8.4,GD Harpur,China,4,,3.8165,157.3401,154.9181
47,0,0,4968,4968,2008,28,GD Watson,39,Doctor of Philosophy,Female,1,47,Unknown,R96,Electrical Engineering,26568.15,Electrical Engineering PhD,0,50743.15,24175,1,4,4,4,4,4,4,0,0,0,0,6,4,6.4,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
48,0,0,0,0,2008,45.3,GD Nursing,57,Doctor of Philosophy,Female,0,48,White,D99,Nursing,30255.95,Nursing PhD,0,30255.95,0,1,4,3.85,4,4,4,4,4,0,0,0.01,7,3.98,6,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
49,0,0,4968,4968,2008,26,GD Watson,37,Doctor of Philosophy,Male,1,49,China,R92,Computer Science,29343.69,Computer Science PhD,0,41117.69,11774,1,3.9,3.85,4,0,0,0,0,0,0,0.05,3,3.92,6,GD Non-Harpur,China,3.4,,3.8165,157.3401,154.9181
50,0,0,0,0,2004,21.7,GD Harpur,37,Doctor of Philosophy,Male,0,50,White,C52,Sociology,32134.8,Harpur Doctor of Philosophy,Masters Prepared,32134.8,0,1,3.67,3.78,4,3.93,3.87,4,0,0,1,0.05,6,3.87,5.7,GD Harpur,White,3.85333,,3.8165,157.3401,154.9181
51,0,0,0,4968,2008,25.3,GD Grad School,37,Doctor of Philosophy,Male,1,51,China,H22,Material Sci and Eng-Engineerg,23910.25,Graduate School PhD,0,36810.25,12900,1,3.67,4,4,0,0,0,0,0,1,0.16,3,3.89,4.3,GD Non-Harpur,China,3.5,,3.8165,157.3401,154.9181
52,0,0,0,4968,2008,25.3,GD Watson,37,Doctor of Philosophy,Male,1,52,China,H22,Material Sci and Eng-Engineerg,23910.25,Graduate School PhD,0,36810.25,12900,1,3.67,4,4,0,0,0,0,0,1,0.16,3,3.89,4.3,GD Non-Harpur,China,3.5,,3.8165,157.3401,154.9181
53,0,0,4968,4968,2008,22,GD Watson,33,Doctor of Philosophy,Male,1,53,China,R96,Electrical Engineering,23691.1,Electrical Engineering PhD,0,58122.1,34431,1,3.58,3.7,3.8,4,3.5,4,3.31,4,0,0.01,8,3.74,5.4,GD Non-Harpur,China,3.52,,3.8165,157.3401,154.9181
54,0,5166,5688,5688,2010,32,GD Watson,41,Doctor of Philosophy,Male,1,54,Asia,R98,Mechanical Engineering,15127.3,Mechanical Engineering PhD,0,33824.3,18697,1,3.9,4,3.33,3.7,0,0,0,0,0,-0.13,4,3.73,3.8,GD Non-Harpur,Asia,3.6,,2.5,160,157
55,0,0,4968,4968,2008,26,GD Harpur,37,Doctor of Philosophy,Male,1,55,China,C15,Chemistry,22454.7,Harpur Doctor of Philosophy,Bachelors Prepared,40784.7,18330,1,4,3.94,4,4,0,0,0,0,1,0.01,4,3.98,4.4,GD Harpur,China,3.37,,3.8165,157.3401,154.9181
56,3141,3141,2960,3330,2010,23.7,GD Harpur,33,Doctor of Philosophy,Male,1,56,White,C23,English,11816.73,Harpur Doctor of Philosophy,Masters Prepared,25990.73,14174,1,3.85,3.85,4,4,0,0,0,0,0,0.06,4,3.92,3.7,GD Harpur,White,3.38,,3.8165,157.3401,154.9181
57,0,0,0,0,2008,24.3,GD Watson,36,Doctor of Philosophy,Female,0,57,Hispanic or Latino,R96,Electrical Engineering,16983.35,Electrical Engineering PhD,0,16983.35,0,1,4,4,4,4,0,0,0,0,0,0,4,4,5,GD Non-Harpur,White,3.165,,3.8165,157.3401,154.9181
58,0,0,4968,4968,2008,27,GD Watson,38,Doctor of Philosophy,Male,1,58,China,R98,Mechanical Engineering,22863.1,Mechanical Engineering PhD,0,39803.1,16940,1,3.33,3.67,3.9,3.83,0,0,0,0,0,0.17,4,3.68,4.8,GD Non-Harpur,China,3.48144,,3.8165,157.3401,154.9181
59,0,0,3141,3141,2008,27,GD Harpur,38,Doctor of Philosophy,Male,1,59,White,C23,English,18587.99,Harpur Doctor of Philosophy,Masters Prepared,25609.99,7022,1,4,3.85,4,4,0,0,0,0,0,0.01,4,3.96,3.4,GD Harpur,White,3.97,,3.8165,157.3401,154.9181
60,0,0,3490,3490,2008,27,GD Harpur,38,Doctor of Philosophy,Female,1,60,White,C29,History,17863.89,Harpur Doctor of Philosophy,Bachelors Prepared,32214.89,14351,1,3.67,3.67,3.88,4,3.88,0,0,0,0,0.08,5,3.82,4.4,GD Harpur,White,3.63,,3.8165,157.3401,154.9181
61,0,0,0,0,2008,25.7,GD Watson,37,Doctor of Philosophy,Female,1,61,China,R87,Industrial and Systems Enginee,20358.45,Industrial and Systems Eng PhD,0,20358.45,0,1,3.77,3.7,0,0,0,0,0,0,0,-0.07,2,3.73,2.2,GD Non-Harpur,China,3.48144,,3.8165,157.3401,154.9181
62,0,0,4968,4968,2009,25,GD Grad School,35,Doctor of Philosophy,Male,1,62,China,H21,Materials Science and Engineer,19713.25,Graduate School PhD,0,30797.25,11084,1,0,0,0,0,0,0,0,0,0,0,0,0,1.8,GD Non-Harpur,China,3.55,,3.8165,157.3401,154.9181
63,0,0,0,4968,2008,26.3,GD Watson,38,Doctor of Philosophy,Male,1,63,Asia,R98,Mechanical Engineering,22696.52,Mechanical Engineering PhD,0,29422.52,6726,1,3.9,3.5,2.7,3.5,0,0,0,0,0,-0.2,4,3.4,4,GD Non-Harpur,Asia,3.48144,,3.8165,157.3401,154.9181
64,0,0,3141,3141,2008,26,GD Harpur,37,Doctor of Philosophy,Male,1,64,White,C23,English,81497.14,Harpur Doctor of Philosophy,Bachelors Prepared,89217.14,7720,1,3.85,4,3.85,4,0,0,0,0,0,0.03,4,3.92,3.4,GD Harpur,White,3.04,,3.8165,157.3401,154.9181
65,0,0,4185,3141,2008,22,GD Harpur,33,Doctor of Philosophy,Female,1,65,White,C47,Clinical Psychology,69161.5,Harpur Doctor of Philosophy,Bachelors Prepared,82769.5,13608,1,3.73,4,3.84,3.1,3.25,3.74,4,4,0,0.02,8,3.71,6,GD Harpur,White,3.69,,3.8165,157.3401,154.9181
66,0,0,4185,3141,2008,26,GD Harpur,37,Doctor of Philosophy,Male,1,66,White,C22,Economics,17614.63,Harpur Doctor of Philosophy,Masters Prepared,32742.63,15128,1,3.26,3.53,3.23,3.85,3.85,4,0,0,0,0.15,6,3.62,5.8,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
67,0,0,0,0,2008,33,GD Watson,44,Doctor of Philosophy,Male,0,67,Asia,R98,Mechanical Engineering,36983.5,Mechanical Engineering PhD,0,36983.5,0,1,3.85,4,3.43,3.5,4,0,0,0,0,-0.02,5,3.76,3.4,GD Non-Harpur,Asia,3.7,,3.8165,157.3401,154.9181
68,0,0,4185,3141,2008,22,GD Harpur,33,Doctor of Philosophy,Female,1,68,White,C47,Clinical Psychology,74985.52,Harpur Doctor of Philosophy,Bachelors Prepared,96033.52,21048,1,3.55,3.53,3.39,3.18,3.9,3.83,4,4,0,0.09,8,3.67,6.8,GD Harpur,White,3.71,,3.8165,157.3401,154.9181
69,3141,349,370,370,2008,23,GD Harpur,34,Doctor of Philosophy,Male,1,69,White,C26,Geology,11725.45,Harpur Doctor of Philosophy,Bachelors Prepared,16735.45,5010,1,4,3.72,4,0,0,0,0,0,0,0,3,3.91,5.4,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
70,4077,4983,2038.5,2038.5,2015,25,GD Nursing,29,Doctor of Philosophy,Male,1,70,Asian,D99,Nursing,78184,Nursing PhD,0,101279.11,23095.11,1,3.9,3.65,3.91,3.67,4,4,0,0,0,0.04,6,3.85,3.8,GD Non-Harpur,White,3.16333,,3.8165,157.3401,154.9181
71,0,0,3141,3141,2008,36,GD Harpur,47,Doctor of Philosophy,Female,1,71,White,C37,Philosophy SPEL,97223.14,Harpur Doctor of Philosophy,Bachelors Prepared,116447.14,19224,1,3.91,3.91,3.73,3.7,3.87,4,0,0,0,0.01,6,3.85,9,GD Harpur,White,4,,3.8165,157.3401,154.9181
72,0,3141,3141,349,2009,47,GD Grad School,57,Doctor of Philosophy,Female,1,72,White,H21,Materials Science and Engineer,7125.3,Graduate School PhD,0,15235.3,8110,1,4,0,0,0,0,0,0,0,0,0,1,4,3.4,GD Non-Harpur,White,3.98,,3.8165,157.3401,154.9181
73,0,0,0,0,2005,24.7,GD Watson,39,Doctor of Philosophy,Male,0,73,India,R87,Industrial and Systems Enginee,29758.29,Industrial and Systems Eng PhD,0,29758.29,0,1,3.67,3.9,3.9,3.7,4,3,3.7,3.3,0,-0.07,8,3.65,10.2,GD Non-Harpur,White,3.8,,3.8165,157.3401,154.9181
74,0,0,4968,4968,2008,25,GD Watson,36,Doctor of Philosophy,Male,1,74,China,R98,Mechanical Engineering,22863.02,Mechanical Engineering PhD,0,41193.02,18330,1,3.67,4,3.7,4,4,0,0,0,0,0.07,5,3.87,4.8,GD Non-Harpur,China,3.3,,3.8165,157.3401,154.9181
75,0,0,6625,6625,2008,30,GD Education,41,Doctor of Education,Female,1,75,China,E99,Educational Theory and Practic,28597.89,Education EDD,0,53443.89,24846,1,3.47,3.85,3.9,3.77,4,0,0,0,0,0.1,5,3.8,6,GD Non-Harpur,China,3.48144,,3.8165,157.3401,154.9181
76,0,0,4968,4968,2008,27,GD Harpur,38,Doctor of Philosophy,Male,1,76,Other International Students,C46,Cognitive Psychology,25379.73,Harpur Doctor of Philosophy,Bachelors Prepared,54887.73,29508,1,3.77,3.86,3.83,3.9,4,4,0,0,0,0.05,6,3.89,5.4,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
77,0,0,4185,4185,2008,27,GD Harpur,38,Doctor of Philosophy,Male,1,77,White,C43,Political Science,37724.59,Harpur Doctor of Philosophy,Masters Prepared,54160.59,16436,1,4,4,4,4,4,0,0,0,0,0,5,4,3.8,GD Harpur,White,3.73,,3.8165,157.3401,154.9181
78,3141,3330,3330,390,2008,52,GD Harpur,63,Doctor of Philosophy,Female,1,78,Unknown,C01,Anthropology,48262.33,Harpur Doctor of Philosophy,Masters Prepared,58843.33,10581,1,3.51,3.6,3.88,3.66,4,0,0,0,1,0.1,5,3.73,6.4,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
79,0,0,4185,3141,2008,23,GD Harpur,34,Doctor of Philosophy,Female,1,79,White,C47,Clinical Psychology,70629.9,Harpur Doctor of Philosophy,Bachelors Prepared,91677.9,21048,1,4,3.64,4,3.93,4,3.8,4,4,0,0.02,8,3.92,6.8,GD Harpur,White,3.84,,3.8165,157.3401,154.9181
80,0,0,0,0,2009,29,GD Education,39,Doctor of Education,Male,0,80,White,E99,Educational Theory and Practic,13873.35,Education EDD,0,13873.35,0,1,3.3,3,4,4,4,4,4,0,1,0.15,7,3.76,5,GD Non-Harpur,White,3.83,,3.8165,157.3401,154.9181
81,0,0,4968,4968,2008,26,GD Harpur,37,Doctor of Philosophy,Male,1,81,Asia,C29,History,21828.62,Harpur Doctor of Philosophy,Masters Prepared,35566.62,13738,1,4,4,0,0,0,0,0,0,0,0,2,4,5,GD Harpur,Asia,3.48144,,3.8165,157.3401,154.9181
82,0,0,4968,4968,2008,26,GD Watson,37,Doctor of Philosophy,Female,1,82,China,R98,Mechanical Engineering,21606.15,Mechanical Engineering PhD,0,39936.15,18330,1,2.9,3.5,3.85,3.92,0,0,0,0,0,0.34,4,3.54,5,GD Non-Harpur,China,3.48144,,3.8165,157.3401,154.9181
83,0,0,4185,4185,2008,23,GD Harpur,34,Doctor of Philosophy,Male,1,83,White,C33,Comparative Literature,55414.17,Harpur Doctor of Philosophy,Bachelors Prepared,78328.17,22914,1,3.9,4,4,4,4,4,4,3.87,0,0,8,3.97,5.4,GD Harpur,White,3.88,,3.8165,157.3401,154.9181
84,0,0,4185,4185,2008,23,GD Harpur,34,Doctor of Philosophy,Male,1,84,White,C52,Sociology,18563.49,Harpur Doctor of Philosophy,Bachelors Prepared,39875.49,21312,1,4,4,3.9,4,0,0,0,0,0,-0.01,4,3.98,6.4,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
85,0,0,3490,3141,2008,25,GD Harpur,36,Doctor of Philosophy,Male,1,85,White,C29,History,23166.69,Harpur Doctor of Philosophy,Masters Prepared,32015.69,8849,1,4,3.9,3.88,4,0,0,0,0,0,0,4,3.94,4.8,GD Harpur,White,3.495,,3.8165,157.3401,154.9181
86,0,0,4185,4185,2008,23,GD Harpur,34,Doctor of Philosophy,Female,1,86,White,C52,Sociology,118695.25,Harpur Doctor of Philosophy,Bachelors Prepared,140913.25,22218,1,3.8,3.47,3.33,4,0,0,0,0,0,0.05,4,3.65,8.8,GD Harpur,White,3,,3.8165,157.3401,154.9181
87,0,0,3141,3141,2008,24,GD Harpur,35,Doctor of Philosophy,Male,1,87,White,C46,Cognitive Psychology,47827.51,Harpur Doctor of Philosophy,Bachelors Prepared,68180.51,20353,1,4,3.2,3.83,3.43,3.94,3.8,4,0,0,0.05,7,3.74,5,GD Harpur,White,3.97,,3.8165,157.3401,154.9181
88,0,0,4968,4968,2008,24,GD Watson,35,Doctor of Philosophy,Male,1,88,China,R96,Electrical Engineering,19381.5,Electrical Engineering PhD,0,31729.5,12348,1,4,3.9,3.85,4,0,0,0,0,0,-0.01,4,3.94,3.8,GD Non-Harpur,China,3.48144,,3.8165,157.3401,154.9181
89,0,0,6625,4968,2008,22,GD Harpur,33,Doctor of Philosophy,Female,1,89,India,C22,Economics,24770.22,Harpur Doctor of Philosophy,Masters Prepared,48654.22,23884,1,3.26,3.67,3.2,3.5,3.5,3.3,0,0,0,0,6,3.4,4.8,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
90,0,0,3141,3141,2008,31,GD Harpur,42,Doctor of Philosophy,Female,1,90,Unknown,C23,English,78581.89,Harpur Doctor of Philosophy,Bachelors Prepared,97805.89,19224,1,4,4,4,4,0,0,0,0,0,0,4,4,7.4,GD Harpur,White,3.865,,3.8165,157.3401,154.9181
91,0,0,4968,4968,2008,23,GD Watson,34,Doctor of Philosophy,Male,1,91,Asia,R98,Mechanical Engineering,28564.89,Mechanical Engineering PhD,0,70370.89,41806,1,3.7,4,3.85,4,4,3.67,4,0,1,0.01,7,3.89,6.4,GD Non-Harpur,Asia,3.8,,3.8165,157.3401,154.9181
92,0,0,3141,3141,2008,25,GD Harpur,36,Doctor of Philosophy,Female,1,92,Asian,C23,English,20456.1,Harpur Doctor of Philosophy,Bachelors Prepared,26738.1,6282,1,3.85,4,3.5,3.85,0,0,0,0,0,-0.05,4,3.8,9,GD Harpur,White,3.83,,3.8165,157.3401,154.9181
93,0,0,4968,4968,2008,30,GD Watson,41,Doctor of Philosophy,Female,1,93,Asia,R93,Systems Science,20687.18,Systems Science PhD,0,33730.18,13043,1,3.8,4,3.8,0,0,0,0,0,0,0,3,3.87,4,GD Non-Harpur,Asia,3.45,,3.8165,157.3401,154.9181
94,0,0,4185,3141,2008,23,GD Harpur,34,Doctor of Philosophy,Female,1,94,White,C47,Clinical Psychology,28288.4,Harpur Doctor of Philosophy,Bachelors Prepared,51779.4,23491,1,4,4,3.65,3.25,3.77,4,4,0,0,0,7,3.81,7,GD Harpur,White,3.75,,3.8165,157.3401,154.9181
95,0,0,4185,4185,2008,24,GD Harpur,35,Doctor of Philosophy,Female,1,95,White,C47,Clinical Psychology,19933.74,Harpur Doctor of Philosophy,Bachelors Prepared,42025.74,22092,1,4,4,3.65,3.68,3.9,4,4,4,0,0.02,8,3.9,6,GD Harpur,White,3.87,,3.8165,157.3401,154.9181
96,0,0,4185,4185,2008,22,GD Harpur,33,Doctor of Philosophy,Male,1,96,White,C43,Political Science,40453.32,Harpur Doctor of Philosophy,Bachelors Prepared,57669.32,17216,1,3.7,3.9,4,4,4,0,0,0,0,0.07,5,3.92,4.8,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
97,0,0,4968,552,2009,28,GD Grad School,38,Doctor of Philosophy,Female,1,97,China,H21,Materials Science and Engineer,18856.45,Graduate School PhD,0,25524.45,6668,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4,GD Non-Harpur,China,3.73,,3.8165,157.3401,154.9181
98,0,0,0,552,2008,25.7,GD Watson,37,Doctor of Philosophy,Female,1,98,China,R87,Industrial and Systems Enginee,23488.93,Industrial and Systems Eng PhD,0,27948.93,4460,1,4,4,0,0,0,0,0,0,0,0,2,4,3.2,GD Non-Harpur,China,3.48144,,3.8165,157.3401,154.9181
99,0,0,4185,0,2008,22,GD Harpur,33,Doctor of Philosophy,Female,1,99,White,C47,Clinical Psychology,21265.09,Harpur Doctor of Philosophy,Bachelors Prepared,39172.09,17907,1,4,3.92,3.71,4,4,4,3.44,4,0,-0.02,8,3.88,6,GD Harpur,White,3.78,,3.8165,157.3401,154.9181
100,0,0,4968,4968,2008,21,GD Watson,32,Doctor of Philosophy,Male,1,100,China,R93,Systems Science,38583.34,Systems Science PhD,0,70227.34,31644,1,3.57,3.77,3.5,4,4,3.9,0,0,1,0.08,6,3.79,7.4,GD Non-Harpur,China,3.48144,,3.8165,157.3401,154.9181
101,0,0,3141,3141,2008,26,GD Harpur,37,Doctor of Philosophy,Male,1,101,White,C15,Chemistry,17471.68,Harpur Doctor of Philosophy,Bachelors Prepared,24533.68,7062,1,3.5,3.44,0,0,0,0,0,0,0,-0.06,2,3.47,5,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
102,0,0,3141,3141,2008,29,GD Harpur,40,Doctor of Philosophy,Male,1,102,Unknown,C23,English,13945.64,Harpur Doctor of Philosophy,Masters Prepared,33169.64,19224,1,4,4,3.5,4,0,0,0,0,0,-0.05,4,3.88,3.4,GD Harpur,White,3.575,,3.8165,157.3401,154.9181
103,0,0,4968,4968,2008,24,GD Watson,35,Doctor of Philosophy,Male,1,103,China,R92,Computer Science,25257.62,Computer Science PhD,0,42207.62,16950,1,3.77,3.77,4,4,0,0,0,0,0,0.09,4,3.88,6.8,GD Non-Harpur,China,3.48144,,3.8165,157.3401,154.9181
104,0,0,0,5166,2008,24.7,GD Watson,36,Doctor of Philosophy,Male,1,104,China,R96,Electrical Engineering,27745.5,Electrical Engineering PhD,0,51608.5,23863,1,3.85,3.67,3,4,0,0,0,0,1,-0.02,4,3.63,5.7,GD Non-Harpur,China,2.8,,3.8165,157.3401,154.9181
105,0,0,4968,4968,2009,26,GD Grad School,36,Doctor of Philosophy,Female,1,105,China,C49,Physics,26807.93,Harpur Doctor of Philosophy,0,61371.93,34564,1,4,4,4,4,4,0,0,0,1,0,5,4,5,GD Non-Harpur,China,3.5,,3.8165,157.3401,154.9181
106,0,0,4968,4968,2009,26,GD Harpur,36,Doctor of Philosophy,Female,1,106,China,C49,Physics,26807.93,Harpur Doctor of Philosophy,Masters Prepared,61371.93,34564,1,4,4,4,4,4,0,0,0,1,0,5,4,5,GD Harpur,China,3.5,,3.8165,157.3401,154.9181
107,0,0,3141,3141,2008,22,GD Harpur,33,Doctor of Philosophy,Male,1,107,White,C14,Biological Sciences,12036.54,Harpur Doctor of Philosophy,Bachelors Prepared,25340.54,13304,1,3.77,4,3.46,4,4,0,0,0,0,0.05,5,3.84,4.4,GD Harpur,White,3.81,,3.8165,157.3401,154.9181
108,0,0,3141,3141,2008,23,GD Harpur,34,Doctor of Philosophy,Male,1,108,White,C46,Cognitive Psychology,21575.94,Harpur Doctor of Philosophy,Bachelors Prepared,42401.94,20826,1,3.66,3.32,3.83,3.67,3.85,3.8,0,0,0,0.06,6,3.69,8.4,GD Harpur,White,3.65,,3.8165,157.3401,154.9181
109,0,0,4968,4968,2008,25,GD Harpur,36,Doctor of Philosophy,Male,1,109,China,C15,Chemistry,25247.69,Harpur Doctor of Philosophy,Masters Prepared,48169.69,22922,1,3.3,3.39,3.35,4,0,0,0,0,1,0.21,4,3.51,5,GD Harpur,China,3.18,,3.8165,157.3401,154.9181
110,0,0,4185,3141,2008,30,GD Harpur,41,Doctor of Philosophy,Male,1,110,White,C22,Economics,16607.33,Harpur Doctor of Philosophy,Bachelors Prepared,31345.33,14738,1,3.48,3.67,3.8,3.85,3.85,4,0,0,0,0.09,6,3.77,4.4,GD Harpur,White,3.555,,3.8165,157.3401,154.9181
111,0,0,4968,4968,2008,39,GD Harpur,50,Doctor of Philosophy,Female,1,111,China,C60,Translation Studies,30683.99,Harpur Doctor of Philosophy,Masters Prepared,50951.99,20268,1,3.69,4,0,0,0,0,0,0,0,0.31,2,3.84,6.8,GD Harpur,China,3.7275,,3.8165,157.3401,154.9181
112,0,0,4968,4968,2008,34,GD Watson,45,Doctor of Philosophy,Male,1,112,Asian,R96,Electrical Engineering,22021.63,Electrical Engineering PhD,0,34369.63,12348,1,4,4,4,3.7,0,0,0,0,0,-0.09,4,3.92,4,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
113,0,0,3141,3141,2008,22,GD Harpur,33,Doctor of Philosophy,Male,1,113,White,C13,Biological Sciences,11624.99,Harpur Doctor of Philosophy,Bachelors Prepared,27847.99,16223,1,3.47,4,4,4,4,0,0,0,0,0.11,5,3.89,7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
114,0,0,4968,5299.2,2008,30,GD Management,41,Doctor of Philosophy,Female,1,114,Asian,B99,Management PHD,40152.5,Management PhD,0,62015.7,21863.2,1,3.68,3.68,4,3.87,3.7,3,0,0,0,-0.1,6,3.65,6,GD Non-Harpur,White,3.47,,3.8165,157.3401,154.9181
115,3141,349,370,370,2008,23,GD Harpur,34,Doctor of Philosophy,Male,1,115,White,C26,Geology,4982.34,Harpur Doctor of Philosophy,Bachelors Prepared,9992.34,5010,1,4,4,3.8,0,0,0,0,0,1,-0.1,3,3.93,7.8,GD Harpur,White,3.64,,3.8165,157.3401,154.9181
116,0,0,4968,4968,2008,27,GD Watson,38,Doctor of Philosophy,Female,1,116,Asia,R96,Electrical Engineering,32310.58,Electrical Engineering PhD,0,76847.08,44536.5,1,3.9,4,4,4,0,0,0,0,0,0.03,4,3.98,6,GD Non-Harpur,Asia,3.48144,,3.8165,157.3401,154.9181
117,0,0,4185,3141,2008,25,GD Harpur,36,Doctor of Philosophy,Female,1,117,Black or African American,C52,Sociology,102243.09,Harpur Doctor of Philosophy,Masters Prepared,123907.09,21664,1,3.67,3.8,3.9,0,0,0,0,0,0,0.11,3,3.79,8,GD Harpur,White,3.615,,3.8165,157.3401,154.9181
118,0,0,3141,3141,2008,27,GD Harpur,38,Doctor of Philosophy,Male,1,118,Hispanic or Latino,C37,Philosophy SPEL,35992.39,Harpur Doctor of Philosophy,Masters Prepared,52256.39,16264,1,3.91,3.69,4,4,0,0,0,0,0,0.06,4,3.9,10.4,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
119,3888,432,453,453,2012,22,GD Watson,29,Doctor of Philosophy,Male,1,119,Hispanic or Latino,R92,Computer Science,3000.57,Computer Science PhD,0,9132.57,6132,1,3.67,4,3.8,0,0,0,0,0,0,0.06,3,3.82,5.4,GD Non-Harpur,White,3.42,,3.8165,157.3401,154.9181
120,0,0,6255,695,2011,24,GD Grad School,32,Doctor of Philosophy,Male,1,120,India,H21,Materials Science and Engineer,23932.09,Graduate School PhD,0,34094.09,10162,1,3.13,3.45,4,0,0,0,0,0,0,0.43,3,3.52,3.8,GD Non-Harpur,White,3.26,,3.8165,157.3401,154.9181
121,0,0,3490,3141,2008,26,GD Harpur,37,Doctor of Philosophy,Female,1,121,White,C45,Behavioral Neuroscience,25318.05,Harpur Doctor of Philosophy,Bachelors Prepared,46082.05,20764,1,3.05,4,3.32,3.85,3.7,4,0,0,0,0.13,6,3.65,5,GD Harpur,White,3.94,,3.8165,157.3401,154.9181
